dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,dept_name,dept_code,abbreviation,dept_major_code
Office of Human Resources,4396755.0,724070.0,64932.0,0.0,0.0,0.0,2011,0.0,5185757.0,Office of Human Resources,56,OHR,56
Office of Supportive Housing,6339476.0,31727003.0,372029.0,35050.0,0.0,0.0,2011,0.0,38473558.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1289677.0,75000.0,15000.0,0.0,0.0,0.0,2011,0.0,1379677.0,Office of the Inspector General,48,OIG,48
Parks and Recreation (1),39078562.0,5120107.0,2580235.0,3050000.0,0.0,0.0,2011,0.0,49828904.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,522833048.0,7114147.0,8456085.0,0.0,0.0,0.0,2011,0.0,538403280.0,Police Department,11,Police,11
Prisons,120058997.0,108010372.0,4768744.0,1301757.0,0.0,0.0,2011,0.0,234139870.0,Philadelphia Prison System,23,Prisons,23
Procurement,2423253.0,1766267.0,49054.0,0.0,0.0,0.0,2011,0.0,4238574.0,Procurement Department,38,Procurement,38
Public Health,39395153.0,69267458.0,4799737.0,0.0,0.0,500000.0,2011,0.0,113962348.0,Department of Public Health,14,Public Health,14
Public Property,6963124.0,22209529.0,925018.0,0.0,0.0,20930040.0,2011,0.0,51027711.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,65878000.0,0.0,0.0,0.0,0.0,2011,0.0,65878000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,15083108.0,0.0,0.0,0.0,0.0,2011,0.0,15083108.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm,0.0,0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,32890000.0,0.0,0.0,0.0,0.0,2011,0.0,32890000.0,Public Property: Utilities,20-U,,20
Records,2845219.0,1083779.0,78758.0,1456.0,0.0,0.0,2011,0.0,4009212.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,2011,0.0,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3290582.0,75486.0,33210.0,0.0,0.0,0.0,2011,0.0,3399278.0,Register of Wills,68,,68
Revenue,12463851.0,2074783.0,511178.0,0.0,0.0,0.0,2011,0.0,15049812.0,Department of Revenue,36,Revenue,36
Sheriff,12322083.0,445042.0,321532.0,0.0,0.0,0.0,2011,0.0,13088657.0,Office of the Sheriff,70,Sheriff,70
Streets,21113190.0,1596391.0,2336556.0,5000.0,0.0,0.0,2011,0.0,25051137.0,Streets Department,12,Streets,12
Streets - Sanitation,46645923.0,39831831.0,1613406.0,48171.0,0.0,0.0,2011,0.0,88139331.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,2011,0.0,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,47000.0,50200.0,2800.0,0.0,0.0,0.0,2011,0.0,100000.0,Youth Commission,47,,47
Zoning Bd. of Adi.,334333.0,43538.0,0.0,0.0,0.0,0.0,2011,0.0,377871.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,150000.0,330000.0,20000.0,0.0,0.0,0.0,2011,0.0,500000.0,Zoning Code Commission,57,,57
inance-Contribution  to School District,0.0,0.0,0.0,38600000.0,0.0,0.0,2011,0.0,38600000.0,Finance: School District Contribution,35-SD,,35
of Arts & Culture& the Creative  Economy,192625.0,273800.0,8000.0,3430688.0,0.0,0.0,2011,0.0,3905113.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,2012,0.0,2300000.0,Art Museum,34,,34
Atwater Kent Museum,218630.0,0.0,0.0,50000.0,0.0,0.0,2012,0.0,268630.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,7033602.0,522450.0,0.0,0.0,0.0,0.0,2012,0.0,7556052.0,City Controller's Office,61,,61
Board of Building Standards,71542.0,0.0,59.0,0.0,0.0,0.0,2012,0.0,71601.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,700000.0,96000.0,14000.0,0.0,0.0,0.0,2012,0.0,810000.0,Board of Ethics,45,,45
Board of L.&I. Review,140645.0,15076.0,0.0,0.0,0.0,0.0,2012,0.0,155721.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,687073.0,20200.0,15727.0,0.0,0.0,0.0,2012,0.0,723000.0,Board of Revision of Taxes,63,BRT,63
City Commissioners,5511210.0,3051350.0,541617.0,0.0,0.0,0.0,2012,0.0,9104177.0,City Commissioner's Office,73,City Commissioners,73
City Council,12283837.0,1905600.0,859535.0,100.0,0.0,100.0,2012,100.0,15049272.0,City Council,01,,01
City Planning,2136956.0,84592.0,35652.0,0.0,0.0,0.0,2012,0.0,2257200.0,City Planning Commission,51,,51
City Representative,338082.0,520584.0,49100.0,0.0,0.0,0.0,2012,0.0,907766.0,Office of the City Representative,41,City Rep,41
City Treasurer,745937.0,136538.0,22224.0,0.0,0.0,0.0,2012,0.0,904699.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,139309.0,29500.0,1500.0,0.0,0.0,0.0,2012,0.0,170309.0,Civil Service Commission,55,,55
Clerk of Quarter Sessions,0.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,Clerk of Quarter Sessions,64,,64
Commerce,1761678.0,486481.0,26654.0,0.0,0.0,0.0,2012,0.0,2274813.0,Office of the Director of Commerce,42,Commerce,42
Commerce-Economic Stimulus,0.0,1372143.0,0.0,0.0,0.0,0.0,2012,0.0,1372143.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,2012,0.0,25409207.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2012,0.0,15000000.0,Commerce: Convention Center Subsidy,42-CC,,42
Director of Finance,7593274.0,4255961.0,104525.0,750000.0,0.0,0.0,2012,0.0,12703760.0,Office of the Director of Finance,35,Finance,35
District Attorney,28907203.0,1645672.0,502121.0,0.0,0.0,0.0,2012,0.0,31054996.0,District Attorney's Office,69,DAO,69
Division of Technology,17514280.0,42344688.0,4083783.0,0.0,0.0,0.0,2012,0.0,63942751.0,Office of Innovation and Technology,04,OIT,04
Finance-Contribution  to School District,0.0,0.0,0.0,48930000.0,0.0,0.0,2012,0.0,48930000.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,1022702609.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,1022702609.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,Finance: PGW Reimbursement,35-PGW,,35
Fire,168444509.0,6436917.0,8171113.0,0.0,0.0,6979411.0,2012,0.0,190031950.0,Fire Department,13,Fire,13
First Judicial District,84859031.0,21955430.0,4002862.0,0.0,0.0,0.0,2012,0.0,110817323.0,First Judicial District,84,FJD,84
Fleet Management,15824382.0,4864396.0,24463211.0,0.0,0.0,0.0,2012,0.0,45151989.0,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Lease/Purch.,0.0,4500000.0,4000000.0,0.0,0.0,0.0,2012,0.0,8500000.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,29518037.0,2417666.0,1927659.0,0.0,0.0,0.0,2012,0.0,33863362.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,25000.0,0.0,0.0,2012,0.0,25000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,385995.0,980.0,809.0,0.0,0.0,0.0,2012,0.0,387784.0,Historical Commission,32,,32
Human Relations,1991572.0,34657.0,13031.0,0.0,0.0,0.0,2012,0.0,2039260.0,Commission on Human Relations,54,Human Relations,54
Human Services (1),42292544.0,68440461.0,1201765.0,0.0,0.0,0.0,2012,0.0,111934770.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,33120000.0,0.0,0.0,2012,0.0,33120000.0,Finance: Indemnities,35-IN,,35
Labor Relations,540979.0,3277.0,8160.0,0.0,0.0,0.0,2012,0.0,552416.0,Labor,03,,03
Law,6685874.0,6174037.0,259334.0,0.0,0.0,0.0,2012,0.0,13119245.0,Law Department,44,Law,44
Legal Services,0.0,37566187.0,0.0,0.0,0.0,0.0,2012,0.0,37566187.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,14344790.0,7132502.0,303613.0,0.0,0.0,0.0,2012,0.0,21780905.0,Department of Licenses and Inspections,26,L&I,26
Managing Director,14673379.0,7777072.0,521819.0,0.0,0.0,0.0,2012,0.0,22972270.0,Managing Director's Office,10,MDO,10
Mayor - Mural Arts Program,446000.0,614000.0,0.0,0.0,0.0,0.0,2012,0.0,1060000.0,Mural Arts Program,50,Mural Arts,50
Mayor - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2012,0.0,200000.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,3090676.0,650336.0,45903.0,0.0,0.0,0.0,2012,0.0,3786915.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,433677.0,46323.0,0.0,0.0,0.0,0.0,2012,0.0,480000.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Behavioral Health and  Intellectual Disability,1392261.0,12879311.0,0.0,0.0,0.0,0.0,2012,0.0,14271572.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Human Resources,4341325.0,822070.0,64932.0,0.0,0.0,0.0,2012,0.0,5228327.0,Office of Human Resources,56,OHR,56
Office of Property Assessment,10421886.0,960278.0,358532.0,0.0,0.0,0.0,2012,0.0,11740696.0,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,5852567.0,30237138.0,344127.0,32421.0,0.0,0.0,2012,0.0,36466253.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1138201.0,129375.0,13875.0,0.0,0.0,0.0,2012,0.0,1281451.0,Office of the Inspector General,48,OIG,48
Parks and Recreation (2),36194183.0,4858507.0,2223235.0,3050000.0,0.0,0.0,2012,0.0,46325925.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,534842399.0,7114147.0,8729698.0,0.0,0.0,0.0,2012,0.0,550686244.0,Police Department,11,Police,11
Prisons,117058997.0,104043372.0,4768744.0,1301757.0,0.0,0.0,2012,0.0,227172870.0,Philadelphia Prison System,23,Prisons,23
Procurement,2236253.0,1866267.0,49054.0,0.0,0.0,0.0,2012,0.0,4151574.0,Procurement Department,38,Procurement,38
Public Health,39388530.0,65719903.0,4817737.0,0.0,0.0,500000.0,2012,0.0,110426170.0,Department of Public Health,14,Public Health,14
Public Property,6734507.0,24709529.0,996962.0,0.0,0.0,19586435.0,2012,0.0,52027433.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,66360000.0,0.0,0.0,0.0,0.0,2012,0.0,66360000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,18221209.0,0.0,0.0,0.0,0.0,2012,0.0,18221209.0,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,32224809.0,0.0,0.0,0.0,0.0,2012,0.0,32224809.0,Public Property: Utilities,20-U,,20
Records,2845219.0,1083779.0,78758.0,1456.0,0.0,0.0,2012,0.0,4009212.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,2012,0.0,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3290582.0,75486.0,33210.0,0.0,0.0,0.0,2012,0.0,3399278.0,Register of Wills,68,,68
Revenue,15563214.0,3815439.0,521062.0,0.0,0.0,0.0,2012,0.0,19899715.0,Department of Revenue,36,Revenue,36
Service (Sinking Fund),0.0,93167343.0,0.0,0.0,130739164.0,0.0,2012,0.0,223906507.0,Sinking Fund Commission,37,Sinking Fund,37
Sheriff,12322083.0,445042.0,321532.0,0.0,0.0,0.0,2012,0.0,13088657.0,Office of the Sheriff,70,Sheriff,70
Streets,21313190.0,6247371.0,2841750.0,5000.0,0.0,0.0,2012,0.0,30407311.0,Streets Department,12,Streets,12
Streets Sanitation,45145923.0,40143517.0,1608212.0,48171.0,0.0,4000000.0,2012,0.0,90945823.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,2012,0.0,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,50000.0,43312.0,2688.0,0.0,0.0,0.0,2012,0.0,96000.0,Youth Commission,47,,47
Zoning Bd. of Adj.,320960.0,41796.0,0.0,0.0,0.0,0.0,2012,0.0,362756.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,122500.0,100000.0,2500.0,0.0,0.0,0.0,2012,0.0,225000.0,Zoning Code Commission,57,,57
of Arts & Culture & the Creative  Economy,198750.0,392800.0,8000.0,2070688.0,0.0,0.0,2012,0.0,2670238.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
of Housing and Comm. Dev.,0.0,3020000.0,0.0,0.0,0.0,0.0,2012,0.0,3020000.0,Office of Housing and Community Development,06,,06
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,2013,0.0,2300000.0,Art Museum,34,,34
Atwater Kent Museum,218630.0,0.0,0.0,50000.0,0.0,0.0,2013,0.0,268630.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,6927481.0,497450.0,25000.0,0.0,0.0,0.0,2013,0.0,7449931.0,City Controller's Office,61,,61
Board of Building Standards,70169.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,70169.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,788000.0,96000.0,14000.0,0.0,0.0,0.0,2013,0.0,898000.0,Board of Ethics,45,,45
Board of L.&I. Review,140645.0,11962.0,0.0,0.0,0.0,0.0,2013,0.0,152607.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,672613.0,20200.0,15727.0,0.0,0.0,0.0,2013,0.0,708540.0,Board of Revision of Taxes,63,BRT,63
City Commissioners,5329126.0,2976350.0,541617.0,0.0,0.0,0.0,2013,0.0,8847093.0,City Commissioner's Office,73,City Commissioners,73
City Counci,13283837.0,1654485.0,610650.0,20000100.0,0.0,100.0,2013,100.0,35549272.0,City Council,01,,01
City Planning,2091813.0,79592.0,40652.0,0.0,0.0,0.0,2013,0.0,2212057.0,City Planning Commission,51,,51
City Representative,338082.0,506529.0,45000.0,0.0,0.0,0.0,2013,0.0,889611.0,Office of the City Representative,41,City Rep,41
City Treasurer,745937.0,118444.0,22224.0,0.0,0.0,0.0,2013,0.0,886605.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,136309.0,29500.0,1094.0,0.0,0.0,0.0,2013,0.0,166903.0,Civil Service Commission,55,,55
Commerce,1821678.0,333481.0,26654.0,500000.0,0.0,0.0,2013,0.0,2681813.0,Office of the Director of Commerce,42,Commerce,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2013,0.0,1294448.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,2013,0.0,25409207.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2013,0.0,15000000.0,Commerce: Convention Center Subsidy,42-CC,,42
Director of Finance,7888399.0,4230961.0,110775.0,750000.0,0.0,0.0,2013,0.0,12980135.0,Office of the Director of Finance,35,Finance,35
District Attorney,28907203.0,1645672.0,502121.0,0.0,0.0,0.0,2013,0.0,31054996.0,District Attorney's Office,69,DAO,69
Finance-Contribution  to School District,0.0,0.0,0.0,48990000.0,0.0,0.0,2013,0.0,48990000.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,1118256727.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1118256727.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,Finance: PGW Reimbursement,35-PGW,,35
Fire,170191934.0,4945593.0,6687414.0,0.0,0.0,7480263.0,2013,0.0,189305204.0,Fire Department,13,Fire,13
First Judicial District,85869031.0,13155430.0,2345861.0,0.0,0.0,0.0,2013,0.0,101370322.0,First Judicial District,84,FJD,84
Fleet Management,15582207.0,4864396.0,24463211.0,0.0,0.0,0.0,2013,0.0,44909814.0,Office of Fleet Management,25,Fleet,25
Free Library,29283037.0,2597077.0,1802659.0,0.0,0.0,0.0,2013,0.0,33682773.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,25000.0,0.0,0.0,2013,0.0,25000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,385995.0,980.0,809.0,0.0,0.0,0.0,2013,0.0,387784.0,Historical Commission,32,,32
Human Relations,1950787.0,34657.0,13031.0,0.0,0.0,0.0,2013,0.0,1998475.0,Commission on Human Relations,54,Human Relations,54
Human Services (1),40492544.0,69343226.0,1201765.0,0.0,0.0,0.0,2013,0.0,111037535.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,32457600.0,0.0,0.0,2013,0.0,32457600.0,Finance: Indemnities,35-IN,,35
Law,6511834.0,6010034.0,248676.0,0.0,0.0,0.0,2013,0.0,12770544.0,Law Department,44,Law,44
Legal Services,0.0,37066187.0,0.0,0.0,0.0,0.0,2013,0.0,37066187.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,14244790.0,7112502.0,303613.0,0.0,0.0,0.0,2013,0.0,21660905.0,Department of Licenses and Inspections,26,L&I,26
Management-Vehicle Lease/Purch.,0.0,4500000.0,5965000.0,0.0,0.0,0.0,2013,0.0,10465000.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Managing Director,15206524.0,16677032.0,526819.0,0.0,0.0,0.0,2013,0.0,32410375.0,Managing Director's Office,10,MDO,10
Mayor - Mural Arts Program,439000.0,501800.0,0.0,0.0,0.0,0.0,2013,0.0,940800.0,Mural Arts Program,50,Mural Arts,50
Mayor - Office of Labor Relations,529931.0,3277.0,8160.0,0.0,0.0,0.0,2013,0.0,541368.0,Labor,03,,03
Mayor - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2013,0.0,200000.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,3090676.0,590336.0,30165.0,0.0,0.0,0.0,2013,0.0,3711177.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,464515.0,81400.0,0.0,0.0,0.0,0.0,2013,0.0,545915.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Arts & Culture & the Creative  Economy,198750.0,393800.0,7000.0,2070688.0,0.0,0.0,2013,0.0,2670238.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and  Intellectual Disability,1341311.0,12930261.0,0.0,0.0,0.0,0.0,2013,0.0,14271572.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Comm Dev.,0.0,2520000.0,0.0,0.0,0.0,0.0,2013,0.0,2520000.0,Office of Housing and Community Development,06,,06
Office of Human Resources,4400457.0,882070.0,64932.0,0.0,0.0,0.0,2013,0.0,5347459.0,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,17614280.0,46640550.0,5789420.0,0.0,0.0,0.0,2013,0.0,70044250.0,Office of Innovation and Technology,04,OIT,04
Office of Property Assessment,10187072.0,1425748.0,101932.0,0.0,0.0,0.0,2013,0.0,11714752.0,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,7652567.0,31611621.0,344127.0,32421.0,0.0,0.0,2013,0.0,39640736.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1132622.0,115375.0,7825.0,0.0,0.0,0.0,2013,0.0,1255822.0,Office of the Inspector General,48,OIG,48
Parks and Recreation,36239901.0,5776525.0,2293805.0,3471000.0,0.0,0.0,2013,0.0,47781231.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,540116495.0,7197427.0,9504321.0,0.0,0.0,0.0,2013,0.0,556818243.0,Police Department,11,Police,11
Prisons,118602295.0,103177807.0,4768744.0,1301757.0,0.0,0.0,2013,0.0,227850603.0,Philadelphia Prison System,23,Prisons,23
Procurement,2236253.0,1866267.0,49054.0,0.0,0.0,0.0,2013,0.0,4151574.0,Procurement Department,38,Procurement,38
Property-SEPTA Subsidy,0.0,66360000.0,0.0,0.0,0.0,0.0,2013,0.0,66360000.0,Public Property: SEPTA Subsidy,20-SS,,20
Property-Space Rentals,0.0,17267661.0,0.0,0.0,0.0,0.0,2013,0.0,17267661.0,Public Property: Space Rentals,20-SR,,20
Public Health,40217036.0,66057548.0,4871737.0,0.0,0.0,500000.0,2013,0.0,111646321.0,Department of Public Health,14,Public Health,14
Public Property,7307104.0,33404008.0,1159608.0,0.0,0.0,23157453.0,2013,0.0,65028173.0,Department of Public Property,20,Public Property,20
Public Property-Utilities,0.0,32015165.0,0.0,0.0,0.0,0.0,2013,0.0,32015165.0,Public Property: Utilities,20-U,,20
Records,2845219.0,1083779.0,78758.0,1456.0,0.0,0.0,2013,0.0,4009212.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,2013,0.0,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3222596.0,75486.0,33210.0,0.0,0.0,0.0,2013,0.0,3331292.0,Register of Wills,68,,68
Revenue,15241875.0,3568349.0,527526.0,0.0,0.0,0.0,2013,0.0,19337750.0,Department of Revenue,36,Revenue,36
Service (Sinking Fund),0.0,95040642.0,0.0,0.0,127432925.0,0.0,2013,0.0,222473567.0,Sinking Fund Commission,37,Sinking Fund,37
Sheriff,13322083.0,445042.0,321532.0,0.0,0.0,0.0,2013,0.0,14088657.0,Office of the Sheriff,70,Sheriff,70
Streets,20315190.0,4726338.0,2201750.0,5000.0,0.0,0.0,2013,0.0,27248278.0,Streets Department,12,Streets,12
Streets - Sanitation,45145923.0,37767517.0,1608212.0,48171.0,0.0,0.0,2013,0.0,84569823.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,2013,0.0,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,50000.0,40000.0,4080.0,0.0,0.0,0.0,2013,0.0,94080.0,Youth Commission,47,,47
Zoning Bd. of Adi.,320960.0,34541.0,0.0,0.0,0.0,0.0,2013,0.0,355501.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,Zoning Code Commission,57,,57
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
Art Museum,0.0,0.0,0.0,2550000.0,0.0,0.0,2014,0.0,2550000.0,Art Museum,34,,34
Atwater Kent Museum,220674.0,0.0,0.0,50000.0,0.0,0.0,2014,0.0,270674.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,7173947.0,497450.0,25000.0,0.0,0.0,0.0,2014,0.0,7696397.0,City Controller's Office,61,,61
Board of Building Standards,71198.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,71198.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,890000.0,96000.0,14000.0,0.0,0.0,0.0,2014,0.0,1000000.0,Board of Ethics,45,,45
Board of L.&I. Review,151598.0,10436.0,0.0,0.0,0.0,0.0,2014,0.0,162034.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,874660.0,110200.0,65727.0,0.0,0.0,0.0,2014,0.0,1050587.0,Board of Revision of Taxes,63,BRT,63
City Commissioners,5371047.0,2976350.0,541617.0,0.0,0.0,0.0,2014,0.0,8889014.0,City Commissioner's Office,73,City Commissioners,73
City Counci,13399124.0,1804485.0,610650.0,100.0,0.0,100.0,2014,100.0,15814559.0,City Council,01,,01
City Planning,2152290.0,79592.0,40652.0,0.0,0.0,0.0,2014,0.0,2272534.0,City Planning Commission,51,,51
City Representative,390185.0,561730.0,54000.0,0.0,0.0,0.0,2014,0.0,1005915.0,Office of the City Representative,41,City Rep,41
City Treasurer,758592.0,118444.0,22224.0,0.0,0.0,0.0,2014,0.0,899260.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,137348.0,29500.0,1094.0,0.0,0.0,84708000.0,2014,0.0,84875942.0,Civil Service Commission,55,,55
Commerce,1850054.0,333481.0,26654.0,500000.0,0.0,0.0,2014,0.0,2710189.0,Office of the Director of Commerce,42,Commerce,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2014,0.0,1294448.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,26409207.0,0.0,0.0,2014,0.0,26409207.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2014,0.0,15000000.0,Commerce: Convention Center Subsidy,42-CC,,42
Debt Service (Sinking Fund),0.0,96728215.0,0.0,0.0,129530143.0,0.0,2014,0.0,226258358.0,Sinking Fund Commission,37,Sinking Fund,37
Director of Finance,8382857.0,4430961.0,110774.0,4425000.0,0.0,0.0,2014,0.0,17349592.0,Office of the Director of Finance,35,Finance,35
District Attorney,29933823.0,1645672.0,502121.0,0.0,0.0,0.0,2014,0.0,32081616.0,District Attorney's Office,69,DAO,69
Finance-Contribution  to School District,0.0,0.0,0.0,69050100.0,0.0,0.0,2014,0.0,69050100.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,1177304676.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,1177304676.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Fire,173249142.0,4945593.0,11418414.0,0.0,0.0,7567429.0,2014,0.0,197180578.0,Fire Department,13,Fire,13
First Judicial District,92760968.0,10320360.0,1891868.0,0.0,0.0,0.0,2014,0.0,104973196.0,First Judicial District,84,FJD,84
Fleet Management,15652172.0,4864396.0,26963211.0,0.0,0.0,0.0,2014,0.0,47479779.0,Office of Fleet Management,25,Fleet,25
Free Library,30703592.0,2752077.0,1802659.0,0.0,0.0,0.0,2014,0.0,35258328.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,25000.0,0.0,0.0,2014,0.0,25000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historica Commission,395048.0,980.0,809.0,0.0,0.0,0.0,2014,0.0,396837.0,Historical Commission,32,,32
Human Relations,1966059.0,34657.0,13031.0,0.0,0.0,0.0,2014,0.0,2013747.0,Commission on Human Relations,54,Human Relations,54
Human Services (1),18937840.0,78220484.0,1180627.0,0.0,0.0,0.0,2014,0.0,98338951.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,32500000.0,0.0,0.0,2014,0.0,32500000.0,Finance: Indemnities,35-IN,,35
Law,6563545.0,6010034.0,248676.0,0.0,0.0,0.0,2014,0.0,12822255.0,Law Department,44,Law,44
Legal Services (2),0.0,40146067.0,0.0,0.0,0.0,0.0,2014,0.0,40146067.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,15171959.0,7112502.0,303613.0,0.0,0.0,0.0,2014,0.0,22588074.0,Department of Licenses and Inspections,26,L&I,26
Management-\ -Vehicle Lease/Purch.,0.0,4500000.0,4465000.0,0.0,0.0,0.0,2014,0.0,8965000.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Managing Director,14899646.0,18444680.0,526819.0,0.0,0.0,0.0,2014,0.0,33871145.0,Managing Director's Office,10,MDO,10
