category,fiscal_month,amount,fiscal_year,quarter,month
PICA Other Governments,6,15.3,2015,3,12
Interfund Transfers,6,0.0,2015,3,12
Total Current Revenue,6,207.8,2015,3,12
Prior Year Revenue,6,0.0,2015,3,12
Other Adjustments,6,0.0,2015,3,12
Total Cash Receipts,6,207.8,2015,3,12
Real Estate Tax,7,40.7,2015,3,1
"Wage, Earnings, Net Profits",7,123.9,2015,3,1
Realty Transfer Tax,7,14.7,2015,3,1
Sales Tax,7,11.3,2015,3,1
BIRT,7,23.9,2015,3,1
Other Taxes,7,7.5,2015,3,1
Locally Generated Non-Tax,7,26.0,2015,3,1
Other Governments,7,6.8,2015,3,1
PICA Other Governments,7,36.7,2015,3,1
Interfund Transfers,7,0.0,2015,3,1
Total Current Revenue,7,291.5,2015,3,1
Prior Year Revenue,7,0.0,2015,3,1
Other Adjustments,7,0.0,2015,3,1
Total Cash Receipts,7,291.5,2015,3,1
Real Estate Tax,8,282.6,2015,3,2
"Wage, Earnings, Net Profits",8,112.9,2015,3,2
Realty Transfer Tax,8,10.2,2015,3,2
Sales Tax,8,11.4,2015,3,2
BIRT,8,8.3,2015,3,2
Other Taxes,8,8.4,2015,3,2
Locally Generated Non-Tax,8,21.4,2015,3,2
Other Governments,8,11.8,2015,3,2
PICA Other Governments,8,32.6,2015,3,2
Interfund Transfers,8,0.0,2015,3,2
Total Current Revenue,8,499.6,2015,3,2
Prior Year Revenue,8,0.0,2015,3,2
Other Adjustments,8,0.0,2015,3,2
Total Cash Receipts,8,499.6,2015,3,2
Real Estate Tax,9,117.1,2015,3,3
"Wage, Earnings, Net Profits",9,117.8,2015,3,3
Realty Transfer Tax,9,11.9,2015,3,3
Sales Tax,9,10.8,2015,3,3
BIRT,9,59.9,2015,3,3
Other Taxes,9,7.4,2015,3,3
Locally Generated Non-Tax,9,30.4,2015,3,3
Other Governments,9,9.3,2015,3,3
PICA Other Governments,9,24.8,2015,3,3
Interfund Transfers,9,0.0,2015,3,3
Total Current Revenue,9,389.5,2015,3,3
Prior Year Revenue,9,0.0,2015,3,3
Other Adjustments,9,0.0,2015,3,3
Total Cash Receipts,9,389.5,2015,3,3
Real Estate Tax,10,23.9,2015,3,4
"Wage, Earnings, Net Profits",10,143.1,2015,3,4
Realty Transfer Tax,10,23.7,2015,3,4
Sales Tax,10,8.3,2015,3,4
BIRT,10,265.5,2015,3,4
Other Taxes,10,11.1,2015,3,4
Locally Generated Non-Tax,10,22.4,2015,3,4
Other Governments,10,13.4,2015,3,4
PICA Other Governments,10,24.3,2015,3,4
Interfund Transfers,10,0.0,2015,3,4
Total Current Revenue,10,535.8,2015,3,4
Prior Year Revenue,10,0.0,2015,3,4
Other Adjustments,10,0.0,2015,3,4
Total Cash Receipts,10,535.8,2015,3,4
Real Estate Tax,11,7.9,2015,3,5
"Wage, Earnings, Net Profits",11,102.8,2015,3,5
Realty Transfer Tax,11,16.9,2015,3,5
Sales Tax,11,10.1,2015,3,5
BIRT,11,66.8,2015,3,5
Other Taxes,11,8.1,2015,3,5
Locally Generated Non-Tax,11,22.2,2015,3,5
Other Governments,11,10.9,2015,3,5
PICA Other Governments,11,47.4,2015,3,5
Interfund Transfers,11,14.0,2015,3,5
Total Current Revenue,11,307.1,2015,3,5
Prior Year Revenue,11,0.0,2015,3,5
Other Adjustments,11,0.0,2015,3,5
Total Cash Receipts,11,307.1,2015,3,5
Real Estate Tax,12,6.4,2015,3,6
"Wage, Earnings, Net Profits",12,97.9,2015,3,6
Realty Transfer Tax,12,22.2,2015,3,6
Sales Tax,12,12.1,2015,3,6
BIRT,12,6.6,2015,3,6
Other Taxes,12,6.8,2015,3,6
Locally Generated Non-Tax,12,22.1,2015,3,6
Other Governments,12,14.9,2015,3,6
PICA Other Governments,12,31.5,2015,3,6
Interfund Transfers,12,4.5,2015,3,6
Total Current Revenue,12,224.9,2015,3,6
Prior Year Revenue,12,0.0,2015,3,6
Other Adjustments,12,0.0,2015,3,6
Total Cash Receipts,12,224.9,2015,3,6
Real Estate Tax,1,8.3,2015,2,7
"Wage, Earnings, Net Profits",1,117.0,2015,2,7
Realty Transfer Tax,1,15.8,2015,2,7
Sales Tax,1,22.3,2015,2,7
BIRT,1,4.1,2015,2,7
Other Taxes,1,7.9,2015,2,7
Locally Generated Non-Tax,1,26.4,2015,2,7
Other Governments,1,2.4,2015,2,7
PICA Other Governments,1,24.8,2015,2,7
Interfund Transfers,1,0.0,2015,2,7
Total Current Revenue,1,228.9,2015,2,7
Prior Year Revenue,1,10.3,2015,2,7
Other Adjustments,1,0.0,2015,2,7
Total Cash Receipts,1,239.2,2015,2,7
Real Estate Tax,2,7.8,2015,2,8
"Wage, Earnings, Net Profits",2,97.3,2015,2,8
Realty Transfer Tax,2,17.0,2015,2,8
Sales Tax,2,22.2,2015,2,8
BIRT,2,1.9,2015,2,8
Other Taxes,2,10.3,2015,2,8
Locally Generated Non-Tax,2,19.2,2015,2,8
Other Governments,2,48.4,2015,2,8
PICA Other Governments,2,13.7,2015,2,8
Interfund Transfers,2,0.0,2015,2,8
Total Current Revenue,2,237.8,2015,2,8
Prior Year Revenue,2,8.7,2015,2,8
Other Adjustments,2,0.0,2015,2,8
Total Cash Receipts,2,246.5,2015,2,8
Real Estate Tax,3,7.5,2015,2,9
"Wage, Earnings, Net Profits",3,96.6,2015,2,9
Realty Transfer Tax,3,20.0,2015,2,9
Sales Tax,3,10.8,2015,2,9
BIRT,3,17.7,2015,2,9
Other Taxes,3,8.6,2015,2,9
Locally Generated Non-Tax,3,19.4,2015,2,9
Other Governments,3,66.0,2015,2,9
PICA Other Governments,3,31.1,2015,2,9
Interfund Transfers,3,0.0,2015,2,9
Total Current Revenue,3,277.6,2015,2,9
Prior Year Revenue,3,0.0,2015,2,9
Other Adjustments,3,0.0,2015,2,9
Total Cash Receipts,3,277.6,2015,2,9
Real Estate Tax,4,7.4,2015,2,10
"Wage, Earnings, Net Profits",4,124.8,2015,2,10
Realty Transfer Tax,4,13.3,2015,2,10
Sales Tax,4,10.5,2015,2,10
BIRT,4,7.1,2015,2,10
Other Taxes,4,7.4,2015,2,10
Locally Generated Non-Tax,4,24.8,2015,2,10
Other Governments,4,69.6,2015,2,10
PICA Other Governments,4,26.5,2015,2,10
Interfund Transfers,4,0.0,2015,2,10
Total Current Revenue,4,291.3,2015,2,10
Prior Year Revenue,4,11.8,2015,2,10
Other Adjustments,4,0.0,2015,2,10
Total Cash Receipts,4,303.1,2015,2,10
Real Estate Tax,5,7.5,2015,2,11
"Wage, Earnings, Net Profits",5,100.7,2015,2,11
Realty Transfer Tax,5,13.9,2015,2,11
Sales Tax,5,11.6,2015,2,11
BIRT,5,0.7,2015,2,11
Other Taxes,5,8.1,2015,2,11
Locally Generated Non-Tax,5,19.5,2015,2,11
Other Governments,5,16.5,2015,2,11
PICA Other Governments,5,27.9,2015,2,11
Interfund Transfers,5,0.0,2015,2,11
Total Current Revenue,5,206.4,2015,2,11
Prior Year Revenue,5,0.0,2015,2,11
Other Adjustments,5,0.0,2015,2,11
Total Cash Receipts,5,206.4,2015,2,11
Real Estate Tax,6,12.2,2015,2,12
"Wage, Earnings, Net Profits",6,108.0,2015,2,12
Realty Transfer Tax,6,23.1,2015,2,12
Sales Tax,6,10.5,2015,2,12
BIRT,6,3.8,2015,2,12
Other Taxes,6,7.7,2015,2,12
Locally Generated Non-Tax,6,19.6,2015,2,12
Other Governments,6,9.7,2015,2,12
PICA Other Governments,6,15.3,2015,2,12
Interfund Transfers,6,0.0,2015,2,12
Total Current Revenue,6,210.1,2015,2,12
Prior Year Revenue,6,0.0,2015,2,12
Other Adjustments,6,0.0,2015,2,12
Total Cash Receipts,6,210.1,2015,2,12
Real Estate Tax,7,40.7,2015,2,1
"Wage, Earnings, Net Profits",7,123.9,2015,2,1
Realty Transfer Tax,7,14.7,2015,2,1
Sales Tax,7,11.3,2015,2,1
BIRT,7,23.9,2015,2,1
Other Taxes,7,7.5,2015,2,1
Locally Generated Non-Tax,7,26.0,2015,2,1
Other Governments,7,6.8,2015,2,1
PICA Other Governments,7,36.7,2015,2,1
Interfund Transfers,7,0.0,2015,2,1
Total Current Revenue,7,291.5,2015,2,1
Prior Year Revenue,7,0.0,2015,2,1
Other Adjustments,7,0.0,2015,2,1
Total Cash Receipts,7,291.5,2015,2,1
Real Estate Tax,8,313.3,2015,2,2
"Wage, Earnings, Net Profits",8,111.7,2015,2,2
Realty Transfer Tax,8,13.4,2015,2,2
Sales Tax,8,11.3,2015,2,2
BIRT,8,7.0,2015,2,2
Other Taxes,8,8.1,2015,2,2
Locally Generated Non-Tax,8,23.6,2015,2,2
Other Governments,8,16.9,2015,2,2
PICA Other Governments,8,29.7,2015,2,2
Interfund Transfers,8,0.0,2015,2,2
Total Current Revenue,8,535.1,2015,2,2
Prior Year Revenue,8,0.0,2015,2,2
Other Adjustments,8,0.0,2015,2,2
Total Cash Receipts,8,535.1,2015,2,2
Real Estate Tax,9,105.4,2015,2,3
"Wage, Earnings, Net Profits",9,112.6,2015,2,3
Realty Transfer Tax,9,16.9,2015,2,3
Sales Tax,9,12.4,2015,2,3
BIRT,9,42.6,2015,2,3
Other Taxes,9,6.4,2015,2,3
Locally Generated Non-Tax,9,26.7,2015,2,3
Other Governments,9,17.5,2015,2,3
PICA Other Governments,9,37.6,2015,2,3
Interfund Transfers,9,0.0,2015,2,3
Total Current Revenue,9,378.0,2015,2,3
Prior Year Revenue,9,0.0,2015,2,3
Other Adjustments,9,0.0,2015,2,3
Total Cash Receipts,9,378.0,2015,2,3
Real Estate Tax,10,21.2,2015,2,4
"Wage, Earnings, Net Profits",10,138.5,2015,2,4
Realty Transfer Tax,10,16.2,2015,2,4
Sales Tax,10,12.7,2015,2,4
BIRT,10,223.8,2015,2,4
Other Taxes,10,13.1,2015,2,4
Locally Generated Non-Tax,10,17.9,2015,2,4
Other Governments,10,9.4,2015,2,4
PICA Other Governments,10,29.6,2015,2,4
Interfund Transfers,10,0.0,2015,2,4
Total Current Revenue,10,482.4,2015,2,4
Prior Year Revenue,10,0.0,2015,2,4
Other Adjustments,10,0.0,2015,2,4
Total Cash Receipts,10,482.4,2015,2,4
Real Estate Tax,11,8.1,2015,2,5
"Wage, Earnings, Net Profits",11,108.6,2015,2,5
Realty Transfer Tax,11,17.7,2015,2,5
Sales Tax,11,14.2,2015,2,5
BIRT,11,112.1,2015,2,5
Other Taxes,11,8.0,2015,2,5
Locally Generated Non-Tax,11,24.0,2015,2,5
Other Governments,11,10.5,2015,2,5
PICA Other Governments,11,40.2,2015,2,5
Interfund Transfers,11,14.0,2015,2,5
Total Current Revenue,11,357.2,2015,2,5
Prior Year Revenue,11,0.0,2015,2,5
Other Adjustments,11,0.0,2015,2,5
Total Cash Receipts,11,357.2,2015,2,5
Real Estate Tax,12,3.3,2015,2,6
"Wage, Earnings, Net Profits",12,99.2,2015,2,6
Realty Transfer Tax,12,19.9,2015,2,6
Sales Tax,12,13.3,2015,2,6
BIRT,12,6.6,2015,2,6
Other Taxes,12,7.4,2015,2,6
Locally Generated Non-Tax,12,24.2,2015,2,6
Other Governments,12,8.1,2015,2,6
PICA Other Governments,12,23.9,2015,2,6
Interfund Transfers,12,0.8,2015,2,6
Total Current Revenue,12,206.9,2015,2,6
Prior Year Revenue,12,0.0,2015,2,6
Other Adjustments,12,0.0,2015,2,6
Total Cash Receipts,12,206.9,2015,2,6
Real Estate Tax,1,8.3,2015,1,7
"Wage, Earnings, Net Profits",1,117.0,2015,1,7
Realty Transfer Tax,1,15.8,2015,1,7
Sales Tax,1,22.3,2015,1,7
BIRT,1,4.1,2015,1,7
Other Taxes,1,7.9,2015,1,7
Locally Generated Non-Tax,1,26.4,2015,1,7
Other Governments,1,2.4,2015,1,7
PICA Other Governments,1,24.8,2015,1,7
Interfund Transfers,1,0.0,2015,1,7
Total Current Revenue,1,228.9,2015,1,7
Prior Year Revenue,1,10.3,2015,1,7
Other Adjustments,1,0.0,2015,1,7
Total Cash Receipts,1,239.2,2015,1,7
Real Estate Tax,2,7.8,2015,1,8
"Wage, Earnings, Net Profits",2,97.3,2015,1,8
Realty Transfer Tax,2,17.0,2015,1,8
Sales Tax,2,22.2,2015,1,8
BIRT,2,1.9,2015,1,8
Other Taxes,2,10.3,2015,1,8
Locally Generated Non-Tax,2,19.2,2015,1,8
Other Governments,2,48.4,2015,1,8
PICA Other Governments,2,13.7,2015,1,8
Interfund Transfers,2,0.0,2015,1,8
Total Current Revenue,2,237.8,2015,1,8
Prior Year Revenue,2,8.7,2015,1,8
Other Adjustments,2,0.0,2015,1,8
Total Cash Receipts,2,246.5,2015,1,8
Real Estate Tax,3,7.5,2015,1,9
"Wage, Earnings, Net Profits",3,96.6,2015,1,9
Realty Transfer Tax,3,20.0,2015,1,9
Sales Tax,3,10.8,2015,1,9
BIRT,3,17.7,2015,1,9
Other Taxes,3,8.6,2015,1,9
Locally Generated Non-Tax,3,19.4,2015,1,9
Other Governments,3,66.0,2015,1,9
PICA Other Governments,3,31.1,2015,1,9
Interfund Transfers,3,0.0,2015,1,9
Total Current Revenue,3,277.6,2015,1,9
Prior Year Revenue,3,0.0,2015,1,9
Other Adjustments,3,0.0,2015,1,9
Total Cash Receipts,3,277.6,2015,1,9
Real Estate Tax,4,7.4,2015,1,10
"Wage, Earnings, Net Profits",4,124.8,2015,1,10
Realty Transfer Tax,4,13.3,2015,1,10
Sales Tax,4,10.5,2015,1,10
BIRT,4,7.1,2015,1,10
Other Taxes,4,7.4,2015,1,10
Locally Generated Non-Tax,4,24.8,2015,1,10
Other Governments,4,69.6,2015,1,10
PICA Other Governments,4,26.5,2015,1,10
Interfund Transfers,4,0.0,2015,1,10
Total Current Revenue,4,291.3,2015,1,10
Prior Year Revenue,4,11.8,2015,1,10
Other Adjustments,4,0.0,2015,1,10
Total Cash Receipts,4,303.1,2015,1,10
Real Estate Tax,5,5.8,2015,1,11
"Wage, Earnings, Net Profits",5,98.7,2015,1,11
Realty Transfer Tax,5,13.6,2015,1,11
Sales Tax,5,13.3,2015,1,11
BIRT,5,-1.3,2015,1,11
Other Taxes,5,8.1,2015,1,11
Locally Generated Non-Tax,5,22.2,2015,1,11
Other Governments,5,12.1,2015,1,11
PICA Other Governments,5,31.9,2015,1,11
Interfund Transfers,5,0.0,2015,1,11
Total Current Revenue,5,204.3,2015,1,11
Prior Year Revenue,5,0.0,2015,1,11
Other Adjustments,5,0.0,2015,1,11
Total Cash Receipts,5,204.3,2015,1,11
Real Estate Tax,6,14.9,2015,1,12
"Wage, Earnings, Net Profits",6,102.9,2015,1,12
Realty Transfer Tax,6,15.3,2015,1,12
Sales Tax,6,12.6,2015,1,12
BIRT,6,7.6,2015,1,12
Other Taxes,6,7.7,2015,1,12
Locally Generated Non-Tax,6,20.1,2015,1,12
Other Governments,6,7.9,2015,1,12
PICA Other Governments,6,24.6,2015,1,12
Interfund Transfers,6,0.0,2015,1,12
Total Current Revenue,6,213.6,2015,1,12
Prior Year Revenue,6,0.0,2015,1,12
Other Adjustments,6,0.0,2015,1,12
Total Cash Receipts,6,213.6,2015,1,12
Real Estate Tax,7,43.8,2015,1,1
"Wage, Earnings, Net Profits",7,125.5,2015,1,1
Realty Transfer Tax,7,13.7,2015,1,1
Sales Tax,7,13.0,2015,1,1
BIRT,7,11.4,2015,1,1
Other Taxes,7,7.3,2015,1,1
Locally Generated Non-Tax,7,20.5,2015,1,1
Other Governments,7,14.7,2015,1,1
PICA Other Governments,7,31.9,2015,1,1
Interfund Transfers,7,0.0,2015,1,1
Total Current Revenue,7,281.7,2015,1,1
Prior Year Revenue,7,0.0,2015,1,1
Other Adjustments,7,0.0,2015,1,1
Total Cash Receipts,7,281.7,2015,1,1
Real Estate Tax,8,312.1,2015,1,2
"Wage, Earnings, Net Profits",8,109.9,2015,1,2
Realty Transfer Tax,8,10.4,2015,1,2
Sales Tax,8,14.9,2015,1,2
BIRT,8,7.0,2015,1,2
Other Taxes,8,8.1,2015,1,2
Locally Generated Non-Tax,8,23.8,2015,1,2
Other Governments,8,11.4,2015,1,2
PICA Other Governments,8,28.3,2015,1,2
Interfund Transfers,8,0.0,2015,1,2
Total Current Revenue,8,526.0,2015,1,2
Prior Year Revenue,8,0.0,2015,1,2
Other Adjustments,8,0.0,2015,1,2
Total Cash Receipts,8,526.0,2015,1,2
Real Estate Tax,9,105.2,2015,1,3
"Wage, Earnings, Net Profits",9,110.8,2015,1,3
Realty Transfer Tax,9,15.5,2015,1,3
Sales Tax,9,11.7,2015,1,3
BIRT,9,44.6,2015,1,3
Other Taxes,9,6.4,2015,1,3
Locally Generated Non-Tax,9,726.9,2015,1,3
Other Governments,9,18.5,2015,1,3
PICA Other Governments,9,36.2,2015,1,3
Interfund Transfers,9,0.0,2015,1,3
Total Current Revenue,9,1075.8,2015,1,3
Prior Year Revenue,9,0.0,2015,1,3
Other Adjustments,9,0.0,2015,1,3
Total Cash Receipts,9,1075.8,2015,1,3
Real Estate Tax,10,21.3,2015,1,4
"Wage, Earnings, Net Profits",10,141.4,2015,1,4
Realty Transfer Tax,10,14.9,2015,1,4
Sales Tax,10,12.0,2015,1,4
BIRT,10,230.3,2015,1,4
Other Taxes,10,13.5,2015,1,4
Locally Generated Non-Tax,10,18.1,2015,1,4
Other Governments,10,9.6,2015,1,4
PICA Other Governments,10,28.2,2015,1,4
Interfund Transfers,10,0.0,2015,1,4
Total Current Revenue,10,489.2,2015,1,4
Prior Year Revenue,10,0.0,2015,1,4
Other Adjustments,10,0.0,2015,1,4
Total Cash Receipts,10,489.2,2015,1,4
Real Estate Tax,11,8.2,2015,1,5
"Wage, Earnings, Net Profits",11,106.8,2015,1,5
Realty Transfer Tax,11,16.3,2015,1,5
Sales Tax,11,14.3,2015,1,5
BIRT,11,114.3,2015,1,5
Other Taxes,11,8.0,2015,1,5
Locally Generated Non-Tax,11,24.2,2015,1,5
Other Governments,11,10.5,2015,1,5
PICA Other Governments,11,32.8,2015,1,5
Interfund Transfers,11,14.0,2015,1,5
Total Current Revenue,11,349.4,2015,1,5
Prior Year Revenue,11,0.0,2015,1,5
Other Adjustments,11,0.0,2015,1,5
Total Cash Receipts,11,349.4,2015,1,5
Real Estate Tax,12,5.1,2015,1,6
"Wage, Earnings, Net Profits",12,97.5,2015,1,6
Realty Transfer Tax,12,18.6,2015,1,6
Sales Tax,12,13.4,2015,1,6
BIRT,12,8.6,2015,1,6
Other Taxes,12,7.4,2015,1,6
Locally Generated Non-Tax,12,24.4,2015,1,6
Other Governments,12,10.5,2015,1,6
PICA Other Governments,12,22.6,2015,1,6
Interfund Transfers,12,4.5,2015,1,6
Total Current Revenue,12,212.6,2015,1,6
Prior Year Revenue,12,0.0,2015,1,6
Other Adjustments,12,0.0,2015,1,6
Total Cash Receipts,12,212.6,2015,1,6
Real Estate Tax,1,8.2,2014,4,7
"Wage, Earnings, Net Profits",1,111.4,2014,4,7
Realty Transfer Tax,1,15.2,2014,4,7
Sales Tax,1,21.6,2014,4,7
BIRT,1,5.3,2014,4,7
Other Taxes,1,7.8,2014,4,7
Locally Generated Non-Tax,1,27.4,2014,4,7
Other Governments,1,2.9,2014,4,7
PICA Other Governments,1,20.2,2014,4,7
Interfund Transfers,1,0.0,2014,4,7
Total Current Revenue,1,220.0,2014,4,7
Prior Year Revenue,1,5.0,2014,4,7
Other Adjustments,1,0.0,2014,4,7
Total Cash Receipts,1,224.9,2014,4,7
Real Estate Tax,2,7.4,2014,4,8
"Wage, Earnings, Net Profits",2,90.4,2014,4,8
Realty Transfer Tax,2,13.0,2014,4,8
Sales Tax,2,23.6,2014,4,8
BIRT,2,5.4,2014,4,8
Other Taxes,2,10.7,2014,4,8
Locally Generated Non-Tax,2,23.3,2014,4,8
Other Governments,2,54.0,2014,4,8
PICA Other Governments,2,28.0,2014,4,8
Interfund Transfers,2,8.4,2014,4,8
Total Current Revenue,2,264.3,2014,4,8
Prior Year Revenue,2,15.1,2014,4,8
Other Adjustments,2,0.0,2014,4,8
Total Cash Receipts,2,279.4,2014,4,8
Real Estate Tax,3,7.1,2014,4,9
"Wage, Earnings, Net Profits",3,94.8,2014,4,9
Realty Transfer Tax,3,12.7,2014,4,9
Sales Tax,3,21.4,2014,4,9
BIRT,3,18.8,2014,4,9
Other Taxes,3,7.3,2014,4,9
Locally Generated Non-Tax,3,19.9,2014,4,9
Other Governments,3,70.2,2014,4,9
PICA Other Governments,3,24.4,2014,4,9
Interfund Transfers,3,0.0,2014,4,9
Total Current Revenue,3,276.5,2014,4,9
Prior Year Revenue,3,0.0,2014,4,9
Other Adjustments,3,0.0,2014,4,9
Total Cash Receipts,3,276.5,2014,4,9
Real Estate Tax,4,6.9,2014,4,10
"Wage, Earnings, Net Profits",4,115.9,2014,4,10
Realty Transfer Tax,4,12.2,2014,4,10
Sales Tax,4,21.2,2014,4,10
BIRT,4,17.1,2014,4,10
Other Taxes,4,7.6,2014,4,10
Locally Generated Non-Tax,4,19.9,2014,4,10
Other Governments,4,61.8,2014,4,10
PICA Other Governments,4,18.7,2014,4,10
Interfund Transfers,4,0.0,2014,4,10
Total Current Revenue,4,281.3,2014,4,10
Prior Year Revenue,4,16.0,2014,4,10
Other Adjustments,4,0.0,2014,4,10
Total Cash Receipts,4,297.4,2014,4,10
Real Estate Tax,5,6.1,2014,4,11
"Wage, Earnings, Net Profits",5,96.7,2014,4,11
Realty Transfer Tax,5,11.7,2014,4,11
Sales Tax,5,22.7,2014,4,11
BIRT,5,-3.3,2014,4,11
Other Taxes,5,8.2,2014,4,11
Locally Generated Non-Tax,5,23.0,2014,4,11
Other Governments,5,56.9,2014,4,11
PICA Other Governments,5,34.9,2014,4,11
Interfund Transfers,5,0.0,2014,4,11
Total Current Revenue,5,256.9,2014,4,11
Prior Year Revenue,5,0.0,2014,4,11
Other Adjustments,5,0.0,2014,4,11
Total Cash Receipts,5,256.9,2014,4,11
Real Estate Tax,6,13.0,2014,4,12
"Wage, Earnings, Net Profits",6,97.6,2014,4,12
Realty Transfer Tax,6,12.1,2014,4,12
Sales Tax,6,21.0,2014,4,12
BIRT,6,7.1,2014,4,12
Other Taxes,6,7.4,2014,4,12
Locally Generated Non-Tax,6,17.1,2014,4,12
Other Governments,6,3.9,2014,4,12
PICA Other Governments,6,20.2,2014,4,12
Interfund Transfers,6,0.0,2014,4,12
Total Current Revenue,6,199.4,2014,4,12
Prior Year Revenue,6,0.0,2014,4,12
Other Adjustments,6,0.0,2014,4,12
Total Cash Receipts,6,199.4,2014,4,12
Real Estate Tax,7,39.2,2014,4,1
"Wage, Earnings, Net Profits",7,134.8,2014,4,1
Realty Transfer Tax,7,12.8,2014,4,1
Sales Tax,7,20.5,2014,4,1
BIRT,7,9.8,2014,4,1
Other Taxes,7,7.5,2014,4,1
Locally Generated Non-Tax,7,23.7,2014,4,1
Other Governments,7,15.8,2014,4,1
PICA Other Governments,7,28.6,2014,4,1
Interfund Transfers,7,0.0,2014,4,1
Total Current Revenue,7,292.7,2014,4,1
Prior Year Revenue,7,0.0,2014,4,1
Other Adjustments,7,0.0,2014,4,1
Total Cash Receipts,7,292.7,2014,4,1
Real Estate Tax,8,293.4,2014,4,2
"Wage, Earnings, Net Profits",8,98.4,2014,4,2
Realty Transfer Tax,8,9.8,2014,4,2
Sales Tax,8,26.7,2014,4,2
BIRT,8,4.4,2014,4,2
Other Taxes,8,7.9,2014,4,2
Locally Generated Non-Tax,8,27.4,2014,4,2
Other Governments,8,9.5,2014,4,2
PICA Other Governments,8,28.2,2014,4,2
Interfund Transfers,8,0.0,2014,4,2
Total Current Revenue,8,505.6,2014,4,2
Prior Year Revenue,8,0.0,2014,4,2
Other Adjustments,8,0.0,2014,4,2
Total Cash Receipts,8,505.6,2014,4,2
Real Estate Tax,9,110.6,2014,4,3
"Wage, Earnings, Net Profits",9,106.6,2014,4,3
Realty Transfer Tax,9,17.5,2014,4,3
Sales Tax,9,19.6,2014,4,3
BIRT,9,51.0,2014,4,3
Other Taxes,9,7.1,2014,4,3
Locally Generated Non-Tax,9,23.3,2014,4,3
Other Governments,9,9.7,2014,4,3
PICA Other Governments,9,30.9,2014,4,3
Interfund Transfers,9,0.0,2014,4,3
Total Current Revenue,9,376.3,2014,4,3
Prior Year Revenue,9,0.0,2014,4,3
Other Adjustments,9,0.0,2014,4,3
Total Cash Receipts,9,376.3,2014,4,3
Real Estate Tax,10,26.9,2014,4,4
"Wage, Earnings, Net Profits",10,140.0,2014,4,4
Realty Transfer Tax,10,14.8,2014,4,4
Sales Tax,10,19.2,2014,4,4
BIRT,10,236.8,2014,4,4
Other Taxes,10,11.5,2014,4,4
Locally Generated Non-Tax,10,24.4,2014,4,4
Other Governments,10,10.1,2014,4,4
PICA Other Governments,10,24.6,2014,4,4
Interfund Transfers,10,0.0,2014,4,4
Total Current Revenue,10,508.2,2014,4,4
Prior Year Revenue,10,0.0,2014,4,4
Other Adjustments,10,0.0,2014,4,4
Total Cash Receipts,10,508.2,2014,4,4
Real Estate Tax,11,13.7,2014,4,5
"Wage, Earnings, Net Profits",11,98.5,2014,4,5
Realty Transfer Tax,11,15.6,2014,4,5
Sales Tax,11,24.1,2014,4,5
BIRT,11,102.0,2014,4,5
Other Taxes,11,8.2,2014,4,5
Locally Generated Non-Tax,11,22.5,2014,4,5
Other Governments,11,15.6,2014,4,5
PICA Other Governments,11,41.1,2014,4,5
Interfund Transfers,11,13.0,2014,4,5
Total Current Revenue,11,354.4,2014,4,5
Prior Year Revenue,11,0.0,2014,4,5
Other Adjustments,11,0.0,2014,4,5
Total Cash Receipts,11,354.4,2014,4,5
Real Estate Tax,12,7.7,2014,4,6
"Wage, Earnings, Net Profits",12,97.5,2014,4,6
Realty Transfer Tax,12,20.5,2014,4,6
Sales Tax,12,22.1,2014,4,6
BIRT,12,10.9,2014,4,6
Other Taxes,12,7.7,2014,4,6
Locally Generated Non-Tax,12,48.1,2014,4,6
Other Governments,12,21.0,2014,4,6
PICA Other Governments,12,18.3,2014,4,6
Interfund Transfers,12,5.6,2014,4,6
Total Current Revenue,12,259.5,2014,4,6
Prior Year Revenue,12,0.0,2014,4,6
Other Adjustments,12,0.0,2014,4,6
Total Cash Receipts,12,259.5,2014,4,6
Real Estate Tax,1,8.2,2014,3,7
"Wage, Earnings, Net Profits",1,111.4,2014,3,7
Realty Transfer Tax,1,15.2,2014,3,7
Sales Tax,1,21.6,2014,3,7
BIRT,1,5.3,2014,3,7
Other Taxes,1,7.8,2014,3,7
Locally Generated Non-Tax,1,27.4,2014,3,7
Other Governments,1,2.9,2014,3,7
PICA Other Governments,1,20.2,2014,3,7
Interfund Transfers,1,0.0,2014,3,7
Total Current Revenue,1,220.0,2014,3,7
Prior Year Revenue,1,5.0,2014,3,7
Other Adjustments,1,0.0,2014,3,7
Total Cash Receipts,1,224.9,2014,3,7
Real Estate Tax,2,7.4,2014,3,8
"Wage, Earnings, Net Profits",2,90.4,2014,3,8
Realty Transfer Tax,2,13.0,2014,3,8
Sales Tax,2,23.6,2014,3,8
BIRT,2,5.4,2014,3,8
Other Taxes,2,10.7,2014,3,8
Locally Generated Non-Tax,2,23.3,2014,3,8
Other Governments,2,54.0,2014,3,8
PICA Other Governments,2,28.0,2014,3,8
Interfund Transfers,2,8.4,2014,3,8
Total Current Revenue,2,264.3,2014,3,8
Prior Year Revenue,2,15.1,2014,3,8
Other Adjustments,2,0.0,2014,3,8
Total Cash Receipts,2,279.4,2014,3,8
Real Estate Tax,3,7.1,2014,3,9
"Wage, Earnings, Net Profits",3,94.8,2014,3,9
Realty Transfer Tax,3,12.7,2014,3,9
Sales Tax,3,21.4,2014,3,9
BIRT,3,18.8,2014,3,9
Other Taxes,3,7.3,2014,3,9
