full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
63,3083221,115820,2017,Adopted Budget,Full Year,Records,2017-06-30,Department of Records,31,Records,4,2017,31
63,3155677,155820,2017,Target Budget,Full Year,Records,2017-06-30,Department of Records,31,Records,4,2017,31
60,3155677,110000,2017,Current Projection,Full Year,Records,2017-06-30,Department of Records,31,Records,4,2017,31
62,3183909,0,2014,Actual,Full Year,Register of Wills,2014-06-30,Register of Wills,68,,4,2017,68
71,3563499,0,2017,Adopted Budget,Full Year,Register of Wills,2017-06-30,Register of Wills,68,,4,2017,68
72,3665826,0,2017,Target Budget,Full Year,Register of Wills,2017-06-30,Register of Wills,68,,4,2017,68
70,3665826,0,2017,Current Projection,Full Year,Register of Wills,2017-06-30,Register of Wills,68,,4,2017,68
290,15368046,525217,2014,Actual,Full Year,Revenue,2014-06-30,Department of Revenue,36,Revenue,4,2017,36
438,21657214,681325,2017,Adopted Budget,Full Year,Revenue,2017-06-30,Department of Revenue,36,Revenue,4,2017,36
428,20835848,681325,2017,Target Budget,Full Year,Revenue,2017-06-30,Department of Revenue,36,Revenue,4,2017,36
397,20835848,600000,2017,Current Projection,Full Year,Revenue,2017-06-30,Department of Revenue,36,Revenue,4,2017,36
277,17091441,3235305,2014,Actual,Full Year,Sheriff,2014-06-30,Office of the Sheriff,70,Sheriff,4,2017,70
380,19008101,2276185,2017,Adopted Budget,Full Year,Sheriff,2017-06-30,Office of the Sheriff,70,Sheriff,4,2017,70
360,23527316,5276185,2017,Target Budget,Full Year,Sheriff,2017-06-30,Office of the Sheriff,70,Sheriff,4,2017,70
367,23527316,5750000,2017,Current Projection,Full Year,Sheriff,2017-06-30,Office of the Sheriff,70,Sheriff,4,2017,70
1684,70707563,13176799,2014,Actual,Full Year,Streets,2014-06-30,Streets Department,12,Streets,4,2017,12
1801,72707604,7816801,2017,Adopted Budget,Full Year,Streets,2017-06-30,Streets Department,12,Streets,4,2017,12
1761,75383679,13816801,2017,Target Budget,Full Year,Streets,2017-06-30,Streets Department,12,Streets,4,2017,12
1679,75383679,13950000,2017,Current Projection,Full Year,Streets,2017-06-30,Streets Department,12,Streets,4,2017,12
2,72688,0,2014,Actual,Full Year,Youth Commission,2014-06-30,Youth Commission,47,,4,2017,47
0,0,0,2017,Adopted Budget,Full Year,Youth Commission,2017-06-30,Youth Commission,47,,4,2017,47
0,0,0,2017,Target Budget,Full Year,Youth Commission,2017-06-30,Youth Commission,47,,4,2017,47
0,0,0,2017,Current Projection,Full Year,Youth Commission,2017-06-30,Youth Commission,47,,4,2017,47
4,220143,1937,2013,Actual,Full Year,Atwater Kent Museum,2013-06-30,Atwater Kent Museum,18,Atwater Kent,4,2016,18
4,243498,2843,2016,Adopted Budget,Full Year,Atwater Kent Museum,2016-06-30,Atwater Kent Museum,18,Atwater Kent,4,2016,18
4,243498,2843,2016,Target Budget,Full Year,Atwater Kent Museum,2016-06-30,Atwater Kent Museum,18,Atwater Kent,4,2016,18
3,243498,2687,2016,Current Projection,Full Year,Atwater Kent Museum,2016-06-30,Atwater Kent Museum,18,Atwater Kent,4,2016,18
118,6475510,58829,2013,Actual,Full Year,Auditing,2013-06-30,City Controller's Office,61,,4,2016,61
140,7772885,50000,2016,Adopted Budget,Full Year,Auditing,2016-06-30,City Controller's Office,61,,4,2016,61
140,8192885,75000,2016,Target Budget,Full Year,Auditing,2016-06-30,City Controller's Office,61,,4,2016,61
137,8192885,66941,2016,Current Projection,Full Year,Auditing,2016-06-30,City Controller's Office,61,,4,2016,61
8,685698,0,2013,Actual,Full Year,Board of Ethics,2013-06-30,Board of Ethics,45,,4,2016,45
12,956989,0,2016,Adopted Budget,Full Year,Board of Ethics,2016-06-30,Board of Ethics,45,,4,2016,45
12,956989,0,2016,Target Budget,Full Year,Board of Ethics,2016-06-30,Board of Ethics,45,,4,2016,45
10,956989,0,2016,Current Projection,Full Year,Board of Ethics,2016-06-30,Board of Ethics,45,,4,2016,45
7,1021653,0,2013,Actual,Full Year,Board of Revision of Taxes,2013-06-30,Board of Revision of Taxes,63,BRT,4,2016,63
14,819627,0,2016,Adopted Budget,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT,4,2016,63
14,819627,0,2016,Target Budget,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT,4,2016,63
14,819627,0,2016,Current Projection,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT,4,2016,63
90,5166337,1061085,2013,Actual,Full Year,City Commissioners,2013-06-30,City Commissioner's Office,73,City Commissioners,4,2016,73
98,5624276,905223,2016,Adopted Budget,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners,4,2016,73
98,5624276,1155223,2016,Target Budget,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners,4,2016,73
92,5624276,1041102,2016,Current Projection,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners,4,2016,73
173,11660823,5866,2013,Actual,Full Year,City Council,2013-06-30,City Council,01,,4,2016,01
195,14309858,0,2016,Adopted Budget,Full Year,City Council,2016-06-30,City Council,01,,4,2016,01
195,14309858,1034,2016,Target Budget,Full Year,City Council,2016-06-30,City Council,01,,4,2016,01
187,14309858,20234,2016,Current Projection,Full Year,City Council,2016-06-30,City Council,01,,4,2016,01
31,2137171,0,2013,Actual,Full Year,City Planning Commission,2013-06-30,City Planning Commission,51,,4,2016,51
32,2309534,0,2016,Adopted Budget,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,,4,2016,51
32,2309534,0,2016,Target Budget,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,,4,2016,51
31,2309534,0,2016,Current Projection,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,,4,2016,51
8,416871,2190,2013,Actual,Full Year,City Representative,2013-06-30,Office of the City Representative,41,City Rep,4,2016,41
7,418201,0,2016,Adopted Budget,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep,4,2016,41
8,468201,7500,2016,Target Budget,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep,4,2016,41
7,468201,7828,2016,Current Projection,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep,4,2016,41
13,755428,0,2013,Actual,Full Year,City Treasurer,2013-06-30,Office of the City Treasurer,40,City Treasurer,4,2016,40
16,985689,0,2016,Adopted Budget,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer,4,2016,40
16,985689,500,2016,Target Budget,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer,4,2016,40
15,985689,1049,2016,Current Projection,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer,4,2016,40
2,140785,0,2013,Actual,Full Year,Civil Service Commission,2013-06-30,Civil Service Commission,55,,4,2016,55
2,147343,0,2016,Adopted Budget,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,,4,2016,55
2,147343,0,2016,Target Budget,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,,4,2016,55
2,147343,0,2016,Current Projection,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,,4,2016,55
20,1685843,449,2013,Actual,Full Year,Commerce,2013-06-30,Office of the Director of Commerce,42,Commerce,4,2016,42
34,2356211,0,2016,Adopted Budget,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce,4,2016,42
34,2356211,3000,2016,Target Budget,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce,4,2016,42
34,2356211,1717,2016,Current Projection,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce,4,2016,42
419,29302614,227760,2013,Actual,Full Year,District Attorney,2013-06-30,District Attorney's Office,69,DAO,4,2016,69
482,32490021,158000,2016,Adopted Budget,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO,4,2016,69
495,32490021,210000,2016,Target Budget,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO,4,2016,69
478,32490021,156060,2016,Current Projection,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO,4,2016,69
163,9084799,25428,2013,Actual,Full Year,Finance,2013-06-30,Office of the Director of Finance,35,Finance,4,2016,35
175,8801920,32649,2016,Adopted Budget,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance,4,2016,35
165,8801920,32649,2016,Target Budget,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance,4,2016,35
165,8801920,28879,2016,Current Projection,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance,4,2016,35
2125,179819281,33691349,2013,Actual,Full Year,Fire,2013-06-30,Fire Department,13,Fire,4,2016,13
2287,197326907,24953030,2016,Adopted Budget,Full Year,Fire,2016-06-30,Fire Department,13,Fire,4,2016,13
2416,212127496,32521911,2016,Target Budget,Full Year,Fire,2016-06-30,Fire Department,13,Fire,4,2016,13
2316,212127496,37417698,2016,Current Projection,Full Year,Fire,2016-06-30,Fire Department,13,Fire,4,2016,13
1909,91827883,113887,2013,Actual,Full Year,First Judicial District,2013-06-30,First Judicial District,84,FJD,4,2016,84
1886,97266858,92000,2016,Adopted Budget,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD,4,2016,84
1886,97266858,437000,2016,Target Budget,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD,4,2016,84
1839,97266858,426210,2016,Current Projection,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD,4,2016,84
273,15580580,2685858,2013,Actual,Full Year,Fleet Management,2013-06-30,Office of Fleet Management,25,Fleet,4,2016,25
287,16544893,1818478,2016,Adopted Budget,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet,4,2016,25
287,16650458,3747802,2016,Target Budget,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet,4,2016,25
263,16650458,3253439,2016,Current Projection,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet,4,2016,25
609,29154178,1097007,2013,Actual,Full Year,Free Library,2013-06-30,The Free Library of Philadelphia,52,Free Library,4,2016,52
692,35474252,1219125,2016,Adopted Budget,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library,4,2016,52
692,35224252,1519125,2016,Target Budget,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library,4,2016,52
636,35224252,1672235,2016,Current Projection,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library,4,2016,52
5,350685,0,2013,Actual,Full Year,Historical Commission,2013-06-30,Historical Commission,32,,4,2016,32
6,422771,0,2016,Adopted Budget,Full Year,Historical Commission,2016-06-30,Historical Commission,32,,4,2016,32
6,422771,0,2016,Target Budget,Full Year,Historical Commission,2016-06-30,Historical Commission,32,,4,2016,32
5,422771,0,2016,Current Projection,Full Year,Historical Commission,2016-06-30,Historical Commission,32,,4,2016,32
29,1649350,0,2013,Actual,Full Year,Human Relations Commission,2013-06-30,Commission on Human Relations,54,Human Relations,4,2016,54
34,2099408,0,2016,Adopted Budget,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations,4,2016,54
34,2049408,0,2016,Target Budget,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations,4,2016,54
32,2049408,0,2016,Current Projection,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations,4,2016,54
377,22265266,1226747,2013,Actual,Full Year,Human Services *,2013-06-30,Department of Human Services,22,DHS,4,2016,22
449,24637310,3082274,2016,Adopted Budget,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS,4,2016,22
449,24637310,3082274,2016,Target Budget,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS,4,2016,22
449,24637310,3082274,2016,Current Projection,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS,4,2016,22
7,534553,3732,2013,Actual,Full Year,Labor Relations,2013-06-30,Labor,03,,4,2016,03
8,559029,13949,2016,Adopted Budget,Full Year,Labor Relations,2016-06-30,Labor,03,,4,2016,03
8,559029,3949,2016,Target Budget,Full Year,Labor Relations,2016-06-30,Labor,03,,4,2016,03
7,559029,0,2016,Current Projection,Full Year,Labor Relations,2016-06-30,Labor,03,,4,2016,03
138,6511482,43,2013,Actual,Full Year,Law,2013-06-30,Law Department,44,Law,4,2016,44
154,7383566,5000,2016,Adopted Budget,Full Year,Law,2016-06-30,Law Department,44,Law,4,2016,44
124,7717566,5000,2016,Target Budget,Full Year,Law,2016-06-30,Law Department,44,Law,4,2016,44
126,7717566,99,2016,Current Projection,Full Year,Law,2016-06-30,Law Department,44,Law,4,2016,44
292,14071418,569964,2013,Actual,Full Year,Licenses & Inspections,2013-06-30,Department of Licenses and Inspections,26,L&I,4,2016,26
384,19770711,465000,2016,Adopted Budget,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I,4,2016,26
384,19770711,1565214,2016,Target Budget,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I,4,2016,26
335,19770711,1812827,2016,Current Projection,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I,4,2016,26
1,57140,0,2013,Actual,Full Year,L&I-Board of Building Standards,2013-06-30,L&I: Board of Building and Standards,29,,4,2016,29
1,73970,0,2016,Adopted Budget,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,,4,2016,29
1,73970,500,2016,Target Budget,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,,4,2016,29
1,73970,220,2016,Current Projection,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,,4,2016,29
1,118245,33,2013,Actual,Full Year,L&I-Board of L & I Review,2013-06-30,L&I: Board of Review,27,,4,2016,27
2,157354,0,2016,Adopted Budget,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,,4,2016,27
2,157354,2000,2016,Target Budget,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,,4,2016,27
2,157354,1788,2016,Current Projection,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,,4,2016,27
5,331167,0,2013,Actual,Full Year,L&I-Zoning Board of Adjustment,2013-06-30,Zoning Board of Adjustments,30,ZBA,4,2016,30
5,337749,0,2016,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA,4,2016,30
5,337749,500,2016,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA,4,2016,30
5,337749,2131,2016,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA,4,2016,30
156,14893261,675264,2013,Actual,Full Year,Managing Director,2013-06-30,Managing Director's Office,10,MDO,4,2016,10
266,16819293,397676,2016,Adopted Budget,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO,4,2016,10
272,17319293,453893,2016,Target Budget,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO,4,2016,10
258,17319293,537197,2016,Current Projection,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO,4,2016,10
36,3078511,102,2013,Actual,Full Year,Mayor's Office,2013-06-30,Mayor's Office,05,Mayor,4,2016,05
49,3941124,0,2016,Adopted Budget,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor,4,2016,05
49,3941124,0,2016,Target Budget,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor,4,2016,05
48,3941124,0,2016,Current Projection,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor,4,2016,05
15,0,0,2013,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2013-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2016,08
0,0,0,2016,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2016,08
0,90000,0,2016,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2016,08
0,90000,0,2016,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2016,08
13,519216,0,2013,Actual,Full Year,Mayor's Office of Transportation and Utilities,2013-06-30,Mayor's Office of Transportation and Utilities,46,,4,2016,46
13,474340,0,2016,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,,4,2016,46
10,474340,131,2016,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,,4,2016,46
8,474340,131,2016,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,,4,2016,46
11,444917,8660,2013,Actual,Full Year,Mural Arts Program,2013-06-30,Mural Arts Program,50,Mural Arts,4,2016,50
11,490401,5381,2016,Adopted Budget,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts,4,2016,50
11,490401,15000,2016,Target Budget,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts,4,2016,50
11,490401,13832,2016,Current Projection,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts,4,2016,50
2,203107,0,2013,Actual,Full Year,Office of Arts and Culture,2013-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2016,58
3,312767,0,2016,Adopted Budget,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2016,58
3,312767,0,2016,Target Budget,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2016,58
2,312767,0,2016,Current Projection,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2016,58
19,1357191,3491,2013,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2013-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2016,15
16,1000066,1000,2016,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2016,15
16,1000066,4000,2016,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2016,15
16,1000066,5195,2016,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2016,15
78,4383527,36261,2013,Actual,Full Year,Office of Human Resources,2013-06-30,Office of Human Resources,56,OHR,4,2016,56
91,5399621,45300,2016,Adopted Budget,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR,4,2016,56
91,5399621,57084,2016,Target Budget,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR,4,2016,56
84,5399621,58916,2016,Current Projection,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR,4,2016,56
255,17229380,607010,2013,Actual,Full Year,Office of Innovation and Technology,2013-06-30,Office of Innovation and Technology,04,OIT,4,2016,04
295,19900681,623185,2016,Adopted Budget,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT,4,2016,04
295,19900681,736380,2016,Target Budget,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT,4,2016,04
271,19900681,706984,2016,Current Projection,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT,4,2016,04
18,1156164,0,2013,Actual,Full Year,Office of the Inspector General,2013-06-30,Office of the Inspector General,48,OIG,4,2016,48
20,1390611,0,2016,Adopted Budget,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG,4,2016,48
21,1390611,0,2016,Target Budget,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG,4,2016,48
19,1390611,0,2016,Current Projection,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG,4,2016,48
173,8140264,5084,2013,Actual,Full Year,Office of Property Assessment,2013-06-30,Office of Property Assessment,59,OPA,4,2016,59
217,10424420,50000,2016,Adopted Budget,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA,4,2016,59
217,10424420,20000,2016,Target Budget,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA,4,2016,59
200,10424420,29129,2016,Current Projection,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA,4,2016,59
145,7549916,193521,2013,Actual,Full Year,Office of Supportive Housing,2013-06-30,Office of Homeless Services,24,OHS,4,2016,24
159,8281213,204809,2016,Adopted Budget,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS,4,2016,24
159,8281213,310250,2016,Target Budget,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS,4,2016,24
146,8281213,302491,2016,Current Projection,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS,4,2016,24
0,0,0,2013,Actual,Full Year,Office of Sustainability,2013-06-30,Office of Sustainability,49,Sustainability,4,2016,49
8,537979,0,2016,Adopted Budget,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability,4,2016,49
8,537979,0,2016,Target Budget,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability,4,2016,49
8,537979,0,2016,Current Projection,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability,4,2016,49
568,37509725,3179165,2013,Actual,Full Year,Parks and Recreation,2013-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2016,16
706,43429053,2366240,2016,Adopted Budget,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2016,16
706,43590872,2942059,2016,Target Budget,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2016,16
593,43590872,3538293,2016,Current Projection,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2016,16
7193,555247244,44859416,2013,Actual,Full Year,Police,2013-06-30,Police Department,11,Police,4,2016,11
7371,622326178,49178908,2016,Adopted Budget,Full Year,Police,2016-06-30,Police Department,11,Police,4,2016,11
7371,629600305,63737684,2016,Target Budget,Full Year,Police,2016-06-30,Police Department,11,Police,4,2016,11
6942,629600305,64344615,2016,Current Projection,Full Year,Police,2016-06-30,Police Department,11,Police,4,2016,11
2248,130057321,33979816,2013,Actual,Full Year,Prisons,2013-06-30,Philadelphia Prison System,23,Prisons,4,2016,23
2325,142261074,29153537,2016,Adopted Budget,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons,4,2016,23
2325,142883074,30022473,2016,Target Budget,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons,4,2016,23
2289,142883074,29578749,2016,Current Projection,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons,4,2016,23
45,2197426,1189,2013,Actual,Full Year,Procurement,2013-06-30,Procurement Department,38,Procurement,4,2016,38
51,2472351,5000,2016,Adopted Budget,Full Year,Procurement,2016-06-30,Procurement Department,38,Procurement,4,2016,38
51,2472351,23540,2016,Target Budget,Full Year,Procurement,2016-06-30,Procurement Department,38,Procurement,4,2016,38
42,2472351,28309,2016,Current Projection,Full Year,Procurement,2016-06-30,Procurement Department,38,Procurement,4,2016,38
673,40531940,2559251,2013,Actual,Full Year,Public Health,2013-06-30,Department of Public Health,14,Public Health,4,2016,14
781,50298254,1668900,2016,Adopted Budget,Full Year,Public Health,2016-06-30,Department of Public Health,14,Public Health,4,2016,14
781,50298254,2123900,2016,Target Budget,Full Year,Public Health,2016-06-30,Department of Public Health,14,Public Health,4,2016,14
653,50298254,2443424,2016,Current Projection,Full Year,Public Health,2016-06-30,Department of Public Health,14,Public Health,4,2016,14
123,6833756,647430,2013,Actual,Full Year,Public Property,2013-06-30,Department of Public Property,20,Public Property,4,2016,20
159,8400083,535200,2016,Adopted Budget,Full Year,Public Property,2016-06-30,Department of Public Property,20,Public Property,4,2016,20
159,8519841,962823,2016,Target Budget,Full Year,Public Property,2016-06-30,Department of Public Property,20,Public Property,4,2016,20
135,8519841,914639,2016,Current Projection,Full Year,Public Property,2016-06-30,Department of Public Property,20,Public Property,4,2016,20
59,2734031,198541,2013,Actual,Full Year,Records,2013-06-30,Department of Records,31,Records,4,2016,31
63,3058832,150172,2016,Adopted Budget,Full Year,Records,2016-06-30,Department of Records,31,Records,4,2016,31
63,3058832,175172,2016,Target Budget,Full Year,Records,2016-06-30,Department of Records,31,Records,4,2016,31
57,3058832,230004,2016,Current Projection,Full Year,Records,2016-06-30,Department of Records,31,Records,4,2016,31
64,3187312,0,2013,Actual,Full Year,Register of Wills,2013-06-30,Register of Wills,68,,4,2016,68
64,3413499,0,2016,Adopted Budget,Full Year,Register of Wills,2016-06-30,Register of Wills,68,,4,2016,68
64,3563499,0,2016,Target Budget,Full Year,Register of Wills,2016-06-30,Register of Wills,68,,4,2016,68
69,3563499,0,2016,Current Projection,Full Year,Register of Wills,2016-06-30,Register of Wills,68,,4,2016,68
282,14479641,284616,2013,Actual,Full Year,Revenue,2013-06-30,Department of Revenue,36,Revenue,4,2016,36
360,19617564,612825,2016,Adopted Budget,Full Year,Revenue,2016-06-30,Department of Revenue,36,Revenue,4,2016,36
372,19725564,672825,2016,Target Budget,Full Year,Revenue,2016-06-30,Department of Revenue,36,Revenue,4,2016,36
378,19725564,748665,2016,Current Projection,Full Year,Revenue,2016-06-30,Department of Revenue,36,Revenue,4,2016,36
231,14460864,3227620,2013,Actual,Full Year,Sheriff,2013-06-30,Office of the Sheriff,70,Sheriff,4,2016,70
323,18069073,2276185,2016,Adopted Budget,Full Year,Sheriff,2016-06-30,Office of the Sheriff,70,Sheriff,4,2016,70
323,21069073,5276185,2016,Target Budget,Full Year,Sheriff,2016-06-30,Office of the Sheriff,70,Sheriff,4,2016,70
330,21069073,4742824,2016,Current Projection,Full Year,Sheriff,2016-06-30,Office of the Sheriff,70,Sheriff,4,2016,70
1690,65090112,8732575,2013,Actual,Full Year,Streets,2013-06-30,Streets Department,12,Streets,4,2016,12
1794,72724132,7810759,2016,Adopted Budget,Full Year,Streets,2016-06-30,Streets Department,12,Streets,4,2016,12
1794,76536344,14914210,2016,Target Budget,Full Year,Streets,2016-06-30,Streets Department,12,Streets,4,2016,12
1676,76536344,14565821,2016,Current Projection,Full Year,Streets,2016-06-30,Streets Department,12,Streets,4,2016,12
1,50000,0,2013,Actual,Full Year,Youth Commission,2013-06-30,Youth Commission,47,,4,2016,47
2,92660,0,2016,Adopted Budget,Full Year,Youth Commission,2016-06-30,Youth Commission,47,,4,2016,47
2,92660,0,2016,Target Budget,Full Year,Youth Commission,2016-06-30,Youth Commission,47,,4,2016,47
1,92660,0,2016,Current Projection,Full Year,Youth Commission,2016-06-30,Youth Commission,47,,4,2016,47
4,215694,0,2012,Actual,Full Year,Atwater Kent Museum,2012-06-30,Atwater Kent Museum,18,Atwater Kent,4,2015,18
4,234719,3074,2015,Adopted Budget,Full Year,Atwater Kent Museum,2015-06-30,Atwater Kent Museum,18,Atwater Kent,4,2015,18
4,243200,3074,2015,Target Budget,Full Year,Atwater Kent Museum,2015-06-30,Atwater Kent Museum,18,Atwater Kent,4,2015,18
