category,fiscal_month,amount,fiscal_year,quarter,month
Total Disbursements,7,272.5,2016,3,1
Payroll,8,114.9,2016,3,2
Employee Benefits,8,37.3,2016,3,2
Pension,8,-5.6,2016,3,2
Contracts / Leases,8,48.2,2016,3,2
Materials / Equipment,8,6.1,2016,3,2
Contributions / Indemnities,8,4.0,2016,3,2
Short-Term Debt Service,8,0.0,2016,3,2
Long-Term Debt Service,8,0.5,2016,3,2
Interfund Charges,8,0.5,2016,3,2
Advances / Labor Obligations,8,0.0,2016,3,2
Current Year Appropriation,8,206.0,2016,3,2
Prior Year Encumbrances,8,1.2,2016,3,2
Prior Year Vouchers Payable,8,-5.4,2016,3,2
Total Disbursements,8,201.7,2016,3,2
Payroll,9,157.5,2016,3,3
Employee Benefits,9,54.7,2016,3,3
Pension,9,575.9,2016,3,3
Contracts / Leases,9,83.4,2016,3,3
Materials / Equipment,9,6.4,2016,3,3
Contributions / Indemnities,9,14.4,2016,3,3
Short-Term Debt Service,9,0.0,2016,3,3
Long-Term Debt Service,9,0.0,2016,3,3
Interfund Charges,9,0.0,2016,3,3
Advances / Labor Obligations,9,0.0,2016,3,3
Current Year Appropriation,9,892.4,2016,3,3
Prior Year Encumbrances,9,5.0,2016,3,3
Prior Year Vouchers Payable,9,-27.9,2016,3,3
Total Disbursements,9,869.4,2016,3,3
Payroll,10,108.9,2016,3,4
Employee Benefits,10,69.1,2016,3,4
Pension,10,-2.9,2016,3,4
Contracts / Leases,10,41.6,2016,3,4
Materials / Equipment,10,5.3,2016,3,4
Contributions / Indemnities,10,6.0,2016,3,4
Short-Term Debt Service,10,0.0,2016,3,4
Long-Term Debt Service,10,-0.0,2016,3,4
Interfund Charges,10,0.0,2016,3,4
Advances / Labor Obligations,10,0.0,2016,3,4
Current Year Appropriation,10,227.9,2016,3,4
Prior Year Encumbrances,10,1.4,2016,3,4
Prior Year Vouchers Payable,10,36.6,2016,3,4
Total Disbursements,10,265.9,2016,3,4
Payroll,11,125.6,2016,3,5
Employee Benefits,11,37.5,2016,3,5
Pension,11,-1.8,2016,3,5
Contracts / Leases,11,66.7,2016,3,5
Materials / Equipment,11,8.0,2016,3,5
Contributions / Indemnities,11,70.6,2016,3,5
Short-Term Debt Service,11,0.0,2016,3,5
Long-Term Debt Service,11,1.0,2016,3,5
Interfund Charges,11,0.7,2016,3,5
Advances / Labor Obligations,11,0.0,2016,3,5
Current Year Appropriation,11,308.3,2016,3,5
Prior Year Encumbrances,11,0.9,2016,3,5
Prior Year Vouchers Payable,11,0.0,2016,3,5
Total Disbursements,11,309.2,2016,3,5
Payroll,12,139.9,2016,3,6
Employee Benefits,12,39.6,2016,3,6
Pension,12,2.5,2016,3,6
Contracts / Leases,12,86.7,2016,3,6
Materials / Equipment,12,13.6,2016,3,6
Contributions / Indemnities,12,7.7,2016,3,6
Short-Term Debt Service,12,4.5,2016,3,6
Long-Term Debt Service,12,12.1,2016,3,6
Interfund Charges,12,4.5,2016,3,6
Advances / Labor Obligations,12,0.0,2016,3,6
Current Year Appropriation,12,311.2,2016,3,6
Prior Year Encumbrances,12,1.4,2016,3,6
Prior Year Vouchers Payable,12,0.0,2016,3,6
Total Disbursements,12,312.6,2016,3,6
Payroll,1,81.1,2016,2,7
Employee Benefits,1,49.6,2016,2,7
Pension,1,3.7,2016,2,7
Contracts / Leases,1,44.4,2016,2,7
Materials / Equipment,1,3.1,2016,2,7
Contributions / Indemnities,1,14.2,2016,2,7
Short-Term Debt Service,1,0.0,2016,2,7
Long-Term Debt Service,1,77.4,2016,2,7
Interfund Charges,1,0.3,2016,2,7
Advances / Labor Obligations,1,0.0,2016,2,7
Current Year Appropriation,1,273.7,2016,2,7
Prior Year Encumbrances,1,27.9,2016,2,7
Prior Year Vouchers Payable,1,73.9,2016,2,7
Total Disbursements,1,375.5,2016,2,7
Payroll,2,118.2,2016,2,8
Employee Benefits,2,42.0,2016,2,8
Pension,2,-7.9,2016,2,8
Contracts / Leases,2,32.0,2016,2,8
Materials / Equipment,2,3.0,2016,2,8
Contributions / Indemnities,2,5.8,2016,2,8
Short-Term Debt Service,2,0.0,2016,2,8
Long-Term Debt Service,2,0.9,2016,2,8
Interfund Charges,2,0.0,2016,2,8
Advances / Labor Obligations,2,0.0,2016,2,8
Current Year Appropriation,2,194.1,2016,2,8
Prior Year Encumbrances,2,21.2,2016,2,8
Prior Year Vouchers Payable,2,7.1,2016,2,8
Total Disbursements,2,222.4,2016,2,8
Payroll,3,170.6,2016,2,9
Employee Benefits,3,44.0,2016,2,9
Pension,3,-6.5,2016,2,9
Contracts / Leases,3,77.9,2016,2,9
Materials / Equipment,3,7.6,2016,2,9
Contributions / Indemnities,3,10.4,2016,2,9
Short-Term Debt Service,3,0.0,2016,2,9
Long-Term Debt Service,3,0.1,2016,2,9
Interfund Charges,3,0.0,2016,2,9
Advances / Labor Obligations,3,0.0,2016,2,9
Current Year Appropriation,3,304.2,2016,2,9
Prior Year Encumbrances,3,10.9,2016,2,9
Prior Year Vouchers Payable,3,-25.0,2016,2,9
Total Disbursements,3,290.2,2016,2,9
Payroll,4,125.0,2016,2,10
Employee Benefits,4,47.8,2016,2,10
Pension,4,67.8,2016,2,10
Contracts / Leases,4,68.1,2016,2,10
Materials / Equipment,4,7.5,2016,2,10
Contributions / Indemnities,4,39.0,2016,2,10
Short-Term Debt Service,4,0.0,2016,2,10
Long-Term Debt Service,4,0.0,2016,2,10
Interfund Charges,4,0.0,2016,2,10
Advances / Labor Obligations,4,0.0,2016,2,10
Current Year Appropriation,4,355.2,2016,2,10
Prior Year Encumbrances,4,7.5,2016,2,10
Prior Year Vouchers Payable,4,3.4,2016,2,10
Total Disbursements,4,366.1,2016,2,10
Payroll,5,112.8,2016,2,11
Employee Benefits,5,31.9,2016,2,11
Pension,5,-6.6,2016,2,11
Contracts / Leases,5,55.6,2016,2,11
Materials / Equipment,5,5.7,2016,2,11
Contributions / Indemnities,5,14.6,2016,2,11
Short-Term Debt Service,5,0.0,2016,2,11
Long-Term Debt Service,5,13.0,2016,2,11
Interfund Charges,5,0.0,2016,2,11
Advances / Labor Obligations,5,0.0,2016,2,11
Current Year Appropriation,5,227.1,2016,2,11
Prior Year Encumbrances,5,7.6,2016,2,11
Prior Year Vouchers Payable,5,8.3,2016,2,11
Total Disbursements,5,242.9,2016,2,11
Payroll,6,124.0,2016,2,12
Employee Benefits,6,47.5,2016,2,12
Pension,6,-1.1,2016,2,12
Contracts / Leases,6,75.4,2016,2,12
Materials / Equipment,6,8.2,2016,2,12
Contributions / Indemnities,6,3.4,2016,2,12
Short-Term Debt Service,6,0.0,2016,2,12
Long-Term Debt Service,6,8.9,2016,2,12
Interfund Charges,6,0.0,2016,2,12
Advances / Labor Obligations,6,0.0,2016,2,12
Current Year Appropriation,6,266.1,2016,2,12
Prior Year Encumbrances,6,2.6,2016,2,12
Prior Year Vouchers Payable,6,-4.3,2016,2,12
Total Disbursements,6,264.5,2016,2,12
Payroll,7,122.3,2016,2,1
Employee Benefits,7,40.8,2016,2,1
Pension,7,-7.2,2016,2,1
Contracts / Leases,7,50.6,2016,2,1
Materials / Equipment,7,3.1,2016,2,1
Contributions / Indemnities,7,3.0,2016,2,1
Short-Term Debt Service,7,0.0,2016,2,1
Long-Term Debt Service,7,23.0,2016,2,1
Interfund Charges,7,0.0,2016,2,1
Advances / Labor Obligations,7,0.0,2016,2,1
Current Year Appropriation,7,235.5,2016,2,1
Prior Year Encumbrances,7,13.8,2016,2,1
Prior Year Vouchers Payable,7,23.1,2016,2,1
Total Disbursements,7,272.5,2016,2,1
Payroll,8,114.6,2016,2,2
Employee Benefits,8,43.5,2016,2,2
Pension,8,-1.8,2016,2,2
Contracts / Leases,8,61.0,2016,2,2
Materials / Equipment,8,6.7,2016,2,2
Contributions / Indemnities,8,5.8,2016,2,2
Short-Term Debt Service,8,0.0,2016,2,2
Long-Term Debt Service,8,0.0,2016,2,2
Interfund Charges,8,0.0,2016,2,2
Advances / Labor Obligations,8,0.0,2016,2,2
Current Year Appropriation,8,229.8,2016,2,2
Prior Year Encumbrances,8,5.1,2016,2,2
Prior Year Vouchers Payable,8,0.0,2016,2,2
Total Disbursements,8,234.9,2016,2,2
Payroll,9,161.2,2016,2,3
Employee Benefits,9,61.1,2016,2,3
Pension,9,461.1,2016,2,3
Contracts / Leases,9,68.8,2016,2,3
Materials / Equipment,9,7.4,2016,2,3
Contributions / Indemnities,9,13.1,2016,2,3
Short-Term Debt Service,9,0.0,2016,2,3
Long-Term Debt Service,9,0.9,2016,2,3
Interfund Charges,9,0.0,2016,2,3
Advances / Labor Obligations,9,0.0,2016,2,3
Current Year Appropriation,9,773.5,2016,2,3
Prior Year Encumbrances,9,3.2,2016,2,3
Prior Year Vouchers Payable,9,0.0,2016,2,3
Total Disbursements,9,776.7,2016,2,3
Payroll,10,114.6,2016,2,4
Employee Benefits,10,43.5,2016,2,4
Pension,10,114.4,2016,2,4
Contracts / Leases,10,83.2,2016,2,4
Materials / Equipment,10,8.8,2016,2,4
Contributions / Indemnities,10,7.2,2016,2,4
Short-Term Debt Service,10,0.0,2016,2,4
Long-Term Debt Service,10,4.9,2016,2,4
Interfund Charges,10,1.5,2016,2,4
Advances / Labor Obligations,10,0.0,2016,2,4
Current Year Appropriation,10,377.9,2016,2,4
Prior Year Encumbrances,10,2.1,2016,2,4
Prior Year Vouchers Payable,10,0.0,2016,2,4
Total Disbursements,10,380.1,2016,2,4
Payroll,11,114.6,2016,2,5
Employee Benefits,11,43.5,2016,2,5
Pension,11,-1.8,2016,2,5
Contracts / Leases,11,54.3,2016,2,5
Materials / Equipment,11,6.9,2016,2,5
Contributions / Indemnities,11,65.8,2016,2,5
Short-Term Debt Service,11,0.0,2016,2,5
Long-Term Debt Service,11,1.0,2016,2,5
Interfund Charges,11,0.7,2016,2,5
Advances / Labor Obligations,11,0.0,2016,2,5
Current Year Appropriation,11,285.0,2016,2,5
Prior Year Encumbrances,11,0.9,2016,2,5
Prior Year Vouchers Payable,11,0.0,2016,2,5
Total Disbursements,11,285.9,2016,2,5
Payroll,12,125.4,2016,2,6
Employee Benefits,12,47.6,2016,2,6
Pension,12,-3.9,2016,2,6
Contracts / Leases,12,73.9,2016,2,6
Materials / Equipment,12,10.8,2016,2,6
Contributions / Indemnities,12,7.7,2016,2,6
Short-Term Debt Service,12,4.5,2016,2,6
Long-Term Debt Service,12,6.8,2016,2,6
Interfund Charges,12,4.5,2016,2,6
Advances / Labor Obligations,12,0.0,2016,2,6
Current Year Appropriation,12,277.4,2016,2,6
Prior Year Encumbrances,12,1.4,2016,2,6
Prior Year Vouchers Payable,12,0.0,2016,2,6
Total Disbursements,12,278.8,2016,2,6
Payroll,1,81.1,2016,1,7
Employee Benefits,1,49.6,2016,1,7
Pension,1,3.7,2016,1,7
Contracts / Leases,1,44.4,2016,1,7
Materials / Equipment,1,3.1,2016,1,7
Contributions / Indemnities,1,14.2,2016,1,7
Short-Term Debt Service,1,0.0,2016,1,7
Long-Term Debt Service,1,77.4,2016,1,7
Interfund Charges,1,0.3,2016,1,7
Advances / Labor Obligations,1,0.0,2016,1,7
Current Year Appropriation,1,273.7,2016,1,7
Prior Year Encumbrances,1,27.9,2016,1,7
Prior Year Vouchers Payable,1,73.9,2016,1,7
Total Disbursements,1,375.5,2016,1,7
Payroll,2,118.2,2016,1,8
Employee Benefits,2,42.0,2016,1,8
Pension,2,-7.9,2016,1,8
Contracts / Leases,2,32.0,2016,1,8
Materials / Equipment,2,3.0,2016,1,8
Contributions / Indemnities,2,5.8,2016,1,8
Short-Term Debt Service,2,0.0,2016,1,8
Long-Term Debt Service,2,0.9,2016,1,8
Interfund Charges,2,0.0,2016,1,8
Advances / Labor Obligations,2,0.0,2016,1,8
Current Year Appropriation,2,194.1,2016,1,8
Prior Year Encumbrances,2,21.2,2016,1,8
Prior Year Vouchers Payable,2,7.1,2016,1,8
Total Disbursements,2,222.4,2016,1,8
Payroll,3,170.6,2016,1,9
Employee Benefits,3,44.0,2016,1,9
Pension,3,-6.5,2016,1,9
Contracts / Leases,3,77.9,2016,1,9
Materials / Equipment,3,7.6,2016,1,9
Contributions / Indemnities,3,10.4,2016,1,9
Short-Term Debt Service,3,0.0,2016,1,9
Long-Term Debt Service,3,0.1,2016,1,9
Interfund Charges,3,0.0,2016,1,9
Advances / Labor Obligations,3,0.0,2016,1,9
Current Year Appropriation,3,304.2,2016,1,9
Prior Year Encumbrances,3,10.9,2016,1,9
Prior Year Vouchers Payable,3,-25.0,2016,1,9
Total Disbursements,3,290.2,2016,1,9
Payroll,4,125.0,2016,1,10
Employee Benefits,4,47.8,2016,1,10
Pension,4,67.8,2016,1,10
Contracts / Leases,4,68.1,2016,1,10
Materials / Equipment,4,7.5,2016,1,10
Contributions / Indemnities,4,39.0,2016,1,10
Short-Term Debt Service,4,0.0,2016,1,10
Long-Term Debt Service,4,0.0,2016,1,10
Interfund Charges,4,0.0,2016,1,10
Advances / Labor Obligations,4,0.0,2016,1,10
Current Year Appropriation,4,355.2,2016,1,10
Prior Year Encumbrances,4,7.5,2016,1,10
Prior Year Vouchers Payable,4,3.4,2016,1,10
Total Disbursements,4,366.1,2016,1,10
Payroll,5,114.8,2016,1,11
Employee Benefits,5,42.8,2016,1,11
Pension,5,-1.8,2016,1,11
Contracts / Leases,5,75.1,2016,1,11
Materials / Equipment,5,7.2,2016,1,11
Contributions / Indemnities,5,24.9,2016,1,11
Short-Term Debt Service,5,0.0,2016,1,11
Long-Term Debt Service,5,0.1,2016,1,11
Interfund Charges,5,0.0,2016,1,11
Advances / Labor Obligations,5,0.0,2016,1,11
Current Year Appropriation,5,263.1,2016,1,11
Prior Year Encumbrances,5,3.4,2016,1,11
Prior Year Vouchers Payable,5,0.0,2016,1,11
Total Disbursements,5,266.5,2016,1,11
Payroll,6,125.6,2016,1,12
Employee Benefits,6,44.6,2016,1,12
Pension,6,-1.8,2016,1,12
Contracts / Leases,6,61.3,2016,1,12
Materials / Equipment,6,6.6,2016,1,12
Contributions / Indemnities,6,12.7,2016,1,12
Short-Term Debt Service,6,0.0,2016,1,12
Long-Term Debt Service,6,14.4,2016,1,12
Interfund Charges,6,1.0,2016,1,12
Advances / Labor Obligations,6,0.0,2016,1,12
Current Year Appropriation,6,264.5,2016,1,12
Prior Year Encumbrances,6,2.6,2016,1,12
Prior Year Vouchers Payable,6,0.0,2016,1,12
Total Disbursements,6,267.2,2016,1,12
Payroll,7,114.8,2016,1,1
Employee Benefits,7,42.8,2016,1,1
Pension,7,1.9,2016,1,1
Contracts / Leases,7,52.2,2016,1,1
Materials / Equipment,7,7.8,2016,1,1
Contributions / Indemnities,7,3.6,2016,1,1
Short-Term Debt Service,7,0.0,2016,1,1
Long-Term Debt Service,7,9.8,2016,1,1
Interfund Charges,7,0.1,2016,1,1
Advances / Labor Obligations,7,0.0,2016,1,1
Current Year Appropriation,7,232.9,2016,1,1
Prior Year Encumbrances,7,3.6,2016,1,1
Prior Year Vouchers Payable,7,0.0,2016,1,1
Total Disbursements,7,236.4,2016,1,1
Payroll,8,114.8,2016,1,2
Employee Benefits,8,42.8,2016,1,2
Pension,8,-1.8,2016,1,2
Contracts / Leases,8,59.9,2016,1,2
Materials / Equipment,8,6.5,2016,1,2
Contributions / Indemnities,8,4.2,2016,1,2
Short-Term Debt Service,8,0.0,2016,1,2
Long-Term Debt Service,8,21.5,2016,1,2
Interfund Charges,8,0.0,2016,1,2
Advances / Labor Obligations,8,0.0,2016,1,2
Current Year Appropriation,8,247.8,2016,1,2
Prior Year Encumbrances,8,5.1,2016,1,2
Prior Year Vouchers Payable,8,0.0,2016,1,2
Total Disbursements,8,252.9,2016,1,2
Payroll,9,161.1,2016,1,3
Employee Benefits,9,57.4,2016,1,3
Pension,9,449.2,2016,1,3
Contracts / Leases,9,67.5,2016,1,3
Materials / Equipment,9,7.1,2016,1,3
Contributions / Indemnities,9,9.3,2016,1,3
Short-Term Debt Service,9,0.0,2016,1,3
Long-Term Debt Service,9,0.9,2016,1,3
Interfund Charges,9,0.0,2016,1,3
Advances / Labor Obligations,9,0.0,2016,1,3
Current Year Appropriation,9,752.4,2016,1,3
Prior Year Encumbrances,9,3.2,2016,1,3
Prior Year Vouchers Payable,9,0.0,2016,1,3
Total Disbursements,9,755.6,2016,1,3
Payroll,10,114.8,2016,1,4
Employee Benefits,10,42.8,2016,1,4
Pension,10,114.4,2016,1,4
Contracts / Leases,10,81.4,2016,1,4
Materials / Equipment,10,8.3,2016,1,4
Contributions / Indemnities,10,5.1,2016,1,4
Short-Term Debt Service,10,0.0,2016,1,4
Long-Term Debt Service,10,4.9,2016,1,4
Interfund Charges,10,1.5,2016,1,4
Advances / Labor Obligations,10,0.0,2016,1,4
Current Year Appropriation,10,373.1,2016,1,4
Prior Year Encumbrances,10,2.1,2016,1,4
Prior Year Vouchers Payable,10,0.0,2016,1,4
Total Disbursements,10,375.2,2016,1,4
Payroll,11,114.8,2016,1,5
Employee Benefits,11,42.8,2016,1,5
Pension,11,-1.8,2016,1,5
Contracts / Leases,11,53.4,2016,1,5
Materials / Equipment,11,7.1,2016,1,5
Contributions / Indemnities,11,52.9,2016,1,5
Short-Term Debt Service,11,0.0,2016,1,5
Long-Term Debt Service,11,1.0,2016,1,5
Interfund Charges,11,0.7,2016,1,5
Advances / Labor Obligations,11,0.0,2016,1,5
Current Year Appropriation,11,270.9,2016,1,5
Prior Year Encumbrances,11,0.9,2016,1,5
Prior Year Vouchers Payable,11,0.0,2016,1,5
Total Disbursements,11,271.8,2016,1,5
Payroll,12,125.6,2016,1,6
Employee Benefits,12,44.7,2016,1,6
Pension,12,-3.9,2016,1,6
Contracts / Leases,12,69.2,2016,1,6
Materials / Equipment,12,10.2,2016,1,6
Contributions / Indemnities,12,5.5,2016,1,6
Short-Term Debt Service,12,4.5,2016,1,6
Long-Term Debt Service,12,5.9,2016,1,6
Interfund Charges,12,4.5,2016,1,6
Advances / Labor Obligations,12,0.0,2016,1,6
Current Year Appropriation,12,266.1,2016,1,6
Prior Year Encumbrances,12,1.4,2016,1,6
Prior Year Vouchers Payable,12,0.0,2016,1,6
Total Disbursements,12,267.5,2016,1,6
Payroll,1,79.5,2015,4,7
Employee Benefits,1,42.8,2015,4,7
Pension,1,3.7,2015,4,7
Contracts / Leases,1,39.6,2015,4,7
Materials / Equipment,1,3.2,2015,4,7
Contributions / Indemnities,1,19.4,2015,4,7
Short-Term Debt Service,1,0.0,2015,4,7
Long-Term Debt Service,1,18.7,2015,4,7
Interfund Charges,1,0.3,2015,4,7
Advances / Labor Obligations,1,0.0,2015,4,7
Current Year Appropriation,1,207.2,2015,4,7
Prior Year Encumbrances,1,48.1,2015,4,7
Prior Year Vouchers Payable,1,22.8,2015,4,7
Total Disbursements,1,278.2,2015,4,7
Payroll,2,108.8,2015,4,8
Employee Benefits,2,42.3,2015,4,8
Pension,2,-6.5,2015,4,8
Contracts / Leases,2,31.6,2015,4,8
Materials / Equipment,2,5.0,2015,4,8
Contributions / Indemnities,2,4.6,2015,4,8
Short-Term Debt Service,2,0.0,2015,4,8
Long-Term Debt Service,2,66.5,2015,4,8
Interfund Charges,2,0.0,2015,4,8
Advances / Labor Obligations,2,0.0,2015,4,8
Current Year Appropriation,2,252.3,2015,4,8
Prior Year Encumbrances,2,19.0,2015,4,8
Prior Year Vouchers Payable,2,33.6,2015,4,8
Total Disbursements,2,304.9,2015,4,8
Payroll,3,122.7,2015,4,9
Employee Benefits,3,51.8,2015,4,9
Pension,3,4.0,2015,4,9
Contracts / Leases,3,84.1,2015,4,9
Materials / Equipment,3,8.5,2015,4,9
Contributions / Indemnities,3,4.2,2015,4,9
Short-Term Debt Service,3,0.0,2015,4,9
Long-Term Debt Service,3,0.1,2015,4,9
Interfund Charges,3,0.0,2015,4,9
Advances / Labor Obligations,3,0.0,2015,4,9
Current Year Appropriation,3,275.5,2015,4,9
Prior Year Encumbrances,3,18.2,2015,4,9
Prior Year Vouchers Payable,3,2.1,2015,4,9
Total Disbursements,3,295.7,2015,4,9
Payroll,4,154.3,2015,4,10
Employee Benefits,4,54.3,2015,4,10
Pension,4,55.8,2015,4,10
Contracts / Leases,4,68.8,2015,4,10
Materials / Equipment,4,9.1,2015,4,10
Contributions / Indemnities,4,9.9,2015,4,10
Short-Term Debt Service,4,0.0,2015,4,10
Long-Term Debt Service,4,0.0,2015,4,10
Interfund Charges,4,0.0,2015,4,10
Advances / Labor Obligations,4,0.0,2015,4,10
Current Year Appropriation,4,352.2,2015,4,10
Prior Year Encumbrances,4,7.1,2015,4,10
Prior Year Vouchers Payable,4,18.1,2015,4,10
Total Disbursements,4,377.4,2015,4,10
Payroll,5,107.9,2015,4,11
Employee Benefits,5,43.0,2015,4,11
Pension,5,-7.4,2015,4,11
Contracts / Leases,5,52.1,2015,4,11
Materials / Equipment,5,4.4,2015,4,11
Contributions / Indemnities,5,4.4,2015,4,11
Short-Term Debt Service,5,0.0,2015,4,11
Long-Term Debt Service,5,10.5,2015,4,11
Interfund Charges,5,0.0,2015,4,11
Advances / Labor Obligations,5,0.0,2015,4,11
Current Year Appropriation,5,214.8,2015,4,11
Prior Year Encumbrances,5,3.2,2015,4,11
Prior Year Vouchers Payable,5,-23.3,2015,4,11
Total Disbursements,5,194.7,2015,4,11
Payroll,6,121.0,2015,4,12
Employee Benefits,6,42.8,2015,4,12
Pension,6,-2.1,2015,4,12
Contracts / Leases,6,71.0,2015,4,12
Materials / Equipment,6,4.6,2015,4,12
Contributions / Indemnities,6,14.9,2015,4,12
Short-Term Debt Service,6,0.0,2015,4,12
Long-Term Debt Service,6,9.2,2015,4,12
Interfund Charges,6,0.0,2015,4,12
Advances / Labor Obligations,6,0.0,2015,4,12
Current Year Appropriation,6,261.3,2015,4,12
Prior Year Encumbrances,6,4.5,2015,4,12
Prior Year Vouchers Payable,6,23.1,2015,4,12
Total Disbursements,6,288.9,2015,4,12
Payroll,7,116.3,2015,4,1
Employee Benefits,7,40.7,2015,4,1
Pension,7,-6.1,2015,4,1
Contracts / Leases,7,50.9,2015,4,1
Materials / Equipment,7,5.0,2015,4,1
Contributions / Indemnities,7,2.3,2015,4,1
Short-Term Debt Service,7,0.0,2015,4,1
Long-Term Debt Service,7,21.0,2015,4,1
Interfund Charges,7,0.5,2015,4,1
Advances / Labor Obligations,7,0.0,2015,4,1
Current Year Appropriation,7,230.5,2015,4,1
Prior Year Encumbrances,7,6.8,2015,4,1
Prior Year Vouchers Payable,7,10.9,2015,4,1
Total Disbursements,7,248.3,2015,4,1
Payroll,8,110.1,2015,4,2
Employee Benefits,8,40.8,2015,4,2
Pension,8,-5.7,2015,4,2
Contracts / Leases,8,54.5,2015,4,2
Materials / Equipment,8,4.9,2015,4,2
Contributions / Indemnities,8,9.8,2015,4,2
Short-Term Debt Service,8,0.0,2015,4,2
Long-Term Debt Service,8,0.5,2015,4,2
Interfund Charges,8,0.0,2015,4,2
Advances / Labor Obligations,8,0.0,2015,4,2
Current Year Appropriation,8,214.8,2015,4,2
Prior Year Encumbrances,8,2.2,2015,4,2
Prior Year Vouchers Payable,8,-8.9,2015,4,2
Total Disbursements,8,208.2,2015,4,2
Payroll,9,154.5,2015,4,3
Employee Benefits,9,39.2,2015,4,3
Pension,9,535.8,2015,4,3
Contracts / Leases,9,82.9,2015,4,3
Materials / Equipment,9,5.5,2015,4,3
Contributions / Indemnities,9,1.7,2015,4,3
Short-Term Debt Service,9,0.0,2015,4,3
Long-Term Debt Service,9,0.1,2015,4,3
Interfund Charges,9,0.0,2015,4,3
Advances / Labor Obligations,9,0.0,2015,4,3
Current Year Appropriation,9,819.7,2015,4,3
Prior Year Encumbrances,9,0.5,2015,4,3
Prior Year Vouchers Payable,9,-115.1,2015,4,3
Total Disbursements,9,705.1,2015,4,3
Payroll,10,104.0,2015,4,4
Employee Benefits,10,41.2,2015,4,4
Pension,10,-2.3,2015,4,4
Contracts / Leases,10,51.9,2015,4,4
Materials / Equipment,10,6.7,2015,4,4
Contributions / Indemnities,10,3.8,2015,4,4
Short-Term Debt Service,10,0.0,2015,4,4
Long-Term Debt Service,10,0.0,2015,4,4
Interfund Charges,10,0.3,2015,4,4
Advances / Labor Obligations,10,0.0,2015,4,4
Current Year Appropriation,10,205.6,2015,4,4
Prior Year Encumbrances,10,4.2,2015,4,4
Prior Year Vouchers Payable,10,115.5,2015,4,4
Total Disbursements,10,325.3,2015,4,4
Payroll,11,130.4,2015,4,5
Employee Benefits,11,35.9,2015,4,5
Pension,11,-2.4,2015,4,5
Contracts / Leases,11,63.4,2015,4,5
Materials / Equipment,11,5.2,2015,4,5
Contributions / Indemnities,11,72.8,2015,4,5
Short-Term Debt Service,11,0.0,2015,4,5
Long-Term Debt Service,11,5.2,2015,4,5
Interfund Charges,11,0.0,2015,4,5
Advances / Labor Obligations,11,0.0,2015,4,5
Current Year Appropriation,11,310.5,2015,4,5
Prior Year Encumbrances,11,1.0,2015,4,5
Prior Year Vouchers Payable,11,4.6,2015,4,5
Total Disbursements,11,316.1,2015,4,5
Payroll,12,126.3,2015,4,6
Employee Benefits,12,71.6,2015,4,6
Pension,12,-5.5,2015,4,6
Contracts / Leases,12,61.7,2015,4,6
Materials / Equipment,12,7.0,2015,4,6
Contributions / Indemnities,12,3.2,2015,4,6
Short-Term Debt Service,12,0.1,2015,4,6
Long-Term Debt Service,12,0.0,2015,4,6
Interfund Charges,12,5.9,2015,4,6
Advances / Labor Obligations,12,0.0,2015,4,6
Current Year Appropriation,12,270.3,2015,4,6
Prior Year Encumbrances,12,1.6,2015,4,6
Prior Year Vouchers Payable,12,-9.2,2015,4,6
Total Disbursements,12,262.7,2015,4,6
Payroll,1,79.5,2015,3,7
Employee Benefits,1,42.8,2015,3,7
Pension,1,3.7,2015,3,7
Contracts / Leases,1,39.6,2015,3,7
Materials / Equipment,1,3.2,2015,3,7
Contributions / Indemnities,1,19.4,2015,3,7
Short-Term Debt Service,1,0.0,2015,3,7
Long-Term Debt Service,1,18.7,2015,3,7
Interfund Charges,1,0.3,2015,3,7
Advances / Labor Obligations,1,0.0,2015,3,7
Current Year Appropriation,1,207.2,2015,3,7
Prior Year Encumbrances,1,48.1,2015,3,7
Prior Year Vouchers Payable,1,22.8,2015,3,7
Total Disbursements,1,278.2,2015,3,7
Payroll,2,108.8,2015,3,8
Employee Benefits,2,42.3,2015,3,8
Pension,2,-6.5,2015,3,8
Contracts / Leases,2,31.6,2015,3,8
Materials / Equipment,2,5.0,2015,3,8
Contributions / Indemnities,2,4.6,2015,3,8
Short-Term Debt Service,2,0.0,2015,3,8
Long-Term Debt Service,2,66.5,2015,3,8
Interfund Charges,2,0.0,2015,3,8
Advances / Labor Obligations,2,0.0,2015,3,8
Current Year Appropriation,2,252.3,2015,3,8
Prior Year Encumbrances,2,19.0,2015,3,8
Prior Year Vouchers Payable,2,33.6,2015,3,8
Total Disbursements,2,304.9,2015,3,8
Payroll,3,122.7,2015,3,9
Employee Benefits,3,51.8,2015,3,9
Pension,3,4.0,2015,3,9
Contracts / Leases,3,84.1,2015,3,9
Materials / Equipment,3,8.5,2015,3,9
Contributions / Indemnities,3,4.2,2015,3,9
Short-Term Debt Service,3,0.0,2015,3,9
Long-Term Debt Service,3,0.1,2015,3,9
Interfund Charges,3,0.0,2015,3,9
Advances / Labor Obligations,3,0.0,2015,3,9
Current Year Appropriation,3,275.5,2015,3,9
Prior Year Encumbrances,3,18.2,2015,3,9
Prior Year Vouchers Payable,3,2.1,2015,3,9
Total Disbursements,3,295.7,2015,3,9
Payroll,4,154.3,2015,3,10
Employee Benefits,4,54.3,2015,3,10
Pension,4,55.8,2015,3,10
Contracts / Leases,4,68.8,2015,3,10
Materials / Equipment,4,9.1,2015,3,10
