dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,abbreviation,dept_code,dept_name,dept_major_code
Public Health,42857364.0,67947470.0,4685066.0,0.0,0.0,750000.0,2009,0.0,116239900.0,Public Health,14,Department of Public Health,14
Public Property,7727548.0,27192930.0,950290.0,0.0,0.0,16769768.0,2009,0.0,52640536.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,62937000.0,0.0,0.0,0.0,0.0,2009,0.0,62937000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15058094.0,0.0,0.0,0.0,0.0,2009,0.0,15058094.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm,0.0,4228465.0,74552.0,0.0,0.0,0.0,2009,0.0,4303017.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,33134587.0,0.0,0.0,0.0,0.0,2009,0.0,33134587.0,,20U,Public Property: Utilities,20
Records,3154827.0,3429338.0,288130.0,500.0,0.0,0.0,2009,0.0,6872795.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,895.0,0.0,0.0,2009,0.0,895.0,,35R,Finance: Refunds,35
Register of Wills,3503057.0,71031.0,24316.0,0.0,0.0,0.0,2009,0.0,3598404.0,,68,Register of Wills,68
Revenue,12451073.0,3781045.0,764635.0,0.0,0.0,0.0,2009,0.0,16996753.0,Revenue,36,Department of Revenue,36
Sheriff,14794796.0,476194.0,310150.0,0.0,0.0,0.0,2009,0.0,15581140.0,Sheriff,70,Office of the Sheriff,70
Streets,25605972.0,2927010.0,3134514.0,3800.0,0.0,0.0,2009,0.0,31671296.0,Streets,12,Streets Department,12
Streets - Sanitation,47484458.0,48095350.0,4057542.0,48171.0,0.0,0.0,2009,0.0,99685521.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,116574.0,0.0,0.0,0.0,0.0,2009,0.0,116574.0,,35WF,Finance: Witness Fees,35
Youth Commission,30073.0,18297.0,2744.0,0.0,0.0,0.0,2009,0.0,51114.0,,47,Youth Commission,47
Zoning Bd. of Adi.,316341.0,42373.0,0.0,0.0,0.0,0.0,2009,0.0,358714.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,43424.0,253811.0,84787.0,0.0,0.0,0.0,2009,0.0,382022.0,,57,Zoning Code Commission,57
inance-Contribution  to School District,0.0,0.0,0.0,38490000.0,0.0,0.0,2009,0.0,38490000.0,,35SD,Finance: School District Contribution,35
of Arts & Culture& the Creative  Economy,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,2010,0.0,2300000.0,,34,Art Museum,34
Atwater Kent Museum,248059.0,0.0,0.0,50000.0,0.0,0.0,2010,0.0,298059.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,6886798.0,521219.0,0.0,0.0,0.0,0.0,2010,0.0,7408017.0,,61,City Controller's Office,61
Board of Building Standards,61224.0,0.0,59.0,0.0,0.0,0.0,2010,0.0,61283.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,679563.0,23076.0,2906.0,0.0,0.0,0.0,2010,0.0,705545.0,,45,Board of Ethics,45
Board of L.&I. Review,120849.0,6191.0,0.0,0.0,0.0,0.0,2010,0.0,127040.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,7074332.0,335998.0,52682.0,0.0,0.0,0.0,2010,0.0,7463012.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5858757.0,2741043.0,421344.0,0.0,0.0,0.0,2010,0.0,9021144.0,City Commissioners,73,City Commissioner's Office,73
City Council,11916408.0,1159186.0,297890.0,0.0,0.0,0.0,2010,0.0,13373484.0,,01,City Council,01
City Planning,2745493.0,109955.0,48572.0,0.0,0.0,0.0,2010,0.0,2904020.0,,51,City Planning Commission,51
City Representative,329524.0,544833.0,31805.0,0.0,0.0,0.0,2010,0.0,906162.0,City Rep,41,Office of the City Representative,41
City Treasurer,619313.0,7954.0,20292.0,0.0,0.0,0.0,2010,0.0,647559.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,128307.0,24500.0,1304.0,0.0,0.0,0.0,2010,0.0,154111.0,,55,Civil Service Commission,55
Clerk of Quarter Sessions,4445754.0,19275.0,44538.0,0.0,0.0,0.0,2010,0.0,4509567.0,,64,Clerk of Quarter Sessions,64
Commerce,1431917.0,252592.0,11862.0,0.0,0.0,0.0,2010,0.0,1696371.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,1452386.0,0.0,0.0,0.0,0.0,2010,0.0,1452386.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,26467924.0,0.0,0.0,2010,0.0,26467924.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,24171817.0,2010,0.0,24171817.0,,42CC,Commerce: Convention Center Subsidy,42
Director of Finance,9559489.0,4273490.0,93398.0,1969035.0,0.0,0.0,2010,0.0,15895412.0,Finance,35,Office of the Director of Finance,35
District Attorney,29075731.0,881630.0,114158.0,0.0,0.0,0.0,2010,0.0,30071519.0,DAO,69,District Attorney's Office,69
Division of Technology,10540202.0,26273502.0,1707666.0,0.0,0.0,0.0,2010,0.0,38521370.0,OIT,04,Office of Innovation and Technology,04
Finance-Contribution  to School District,0.0,0.0,0.0,38540000.0,0.0,0.0,2010,0.0,38540000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,829855069.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,829855069.0,,35EB,Finance: Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,2010,0.0,18000000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,169463842.0,6915300.0,6516662.0,0.0,0.0,5992000.0,2010,0.0,188887804.0,Fire,13,Fire Department,13
First Judicial District,81332197.0,23669831.0,2225041.0,0.0,0.0,0.0,2010,0.0,107227069.0,FJD,84,First Judicial District,84
Fleet Management,16666891.0,4640777.0,23293313.0,0.0,0.0,0.0,2010,0.0,44600981.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,2722425.0,0.0,0.0,0.0,2010,0.0,2722425.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,29099281.0,1512374.0,1869357.0,0.0,0.0,0.0,2010,0.0,32481012.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,42500.0,0.0,0.0,2010,0.0,42500.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,360053.0,20919.0,5852.0,0.0,0.0,0.0,2010,0.0,386824.0,,32,Historical Commission,32
Human Relations,1947511.0,26432.0,9477.0,0.0,0.0,0.0,2010,0.0,1983420.0,Human Relations,54,Commission on Human Relations,54
Human Services (1),94110383.0,465526642.0,1445049.0,0.0,0.0,0.0,2010,0.0,561082074.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,32718289.0,0.0,0.0,2010,0.0,32718289.0,,35IN,Finance: Indemnities,35
Labor Relations,509093.0,4606.0,9472.0,0.0,0.0,0.0,2010,0.0,523171.0,,03,Labor,03
Law,10065455.0,7595951.0,228570.0,0.0,0.0,0.0,2010,0.0,17889976.0,Law,44,Law Department,44
Legal Services,0.0,35941188.0,0.0,0.0,0.0,0.0,2010,0.0,35941188.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,14202452.0,8227383.0,266979.0,0.0,0.0,0.0,2010,0.0,22696814.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,12308160.0,3718407.0,444780.0,0.0,0.0,0.0,2010,0.0,16471347.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,460634.0,512548.0,0.0,0.0,0.0,0.0,2010,0.0,973182.0,Mural Arts,50,Mural Arts Program,50
Mayor - Scholarships,0.0,0.0,0.0,193305.0,0.0,0.0,2010,0.0,193305.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,3146395.0,418143.0,33041.0,0.0,0.0,0.0,2010,0.0,3597579.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,482014.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,482014.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Behavioral Health and  Intellectual Disability,1563276.0,12675594.0,0.0,0.0,0.0,0.0,2010,0.0,14238870.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Human Resources,3313279.0,692524.0,41240.0,0.0,0.0,0.0,2010,0.0,4047043.0,OHR,56,Office of Human Resources,56
Office of Property Assessment,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,6343923.0,31697539.0,316157.0,29045.0,0.0,0.0,2010,0.0,38386664.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,1064724.0,69521.0,11728.0,0.0,0.0,0.0,2010,0.0,1145973.0,OIG,48,Office of the Inspector General,48
Parks and Recreation (2),35858647.0,4342029.0,2156710.0,3050000.0,0.0,0.0,2010,0.0,45407386.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,512452670.0,8381762.0,8019302.0,0.0,0.0,0.0,2010,0.0,528853734.0,Police,11,Police Department,11
Prisons,120886049.0,106388253.0,5338137.0,1201749.0,0.0,0.0,2010,0.0,233814188.0,Prisons,23,Philadelphia Prison System,23
Procurement,2231737.0,2120072.0,45490.0,0.0,0.0,0.0,2010,0.0,4397299.0,Procurement,38,Procurement Department,38
Public Health,41387238.0,64756623.0,4455033.0,0.0,0.0,500000.0,2010,0.0,111098894.0,Public Health,14,Department of Public Health,14
Public Property,6646774.0,24488142.0,847331.0,0.0,0.0,19563692.0,2010,0.0,51545939.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,64164000.0,0.0,0.0,0.0,0.0,2010,0.0,64164000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15039531.0,0.0,0.0,0.0,0.0,2010,0.0,15039531.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,32537690.0,0.0,0.0,0.0,0.0,2010,0.0,32537690.0,,20U,Public Property: Utilities,20
Records,2685140.0,2385978.0,122913.0,966.0,0.0,0.0,2010,0.0,5194997.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,781.0,0.0,0.0,2010,0.0,781.0,,35R,Finance: Refunds,35
Register of Wills,3112064.0,71930.0,24701.0,0.0,0.0,0.0,2010,0.0,3208695.0,,68,Register of Wills,68
Revenue,11554600.0,4353650.0,491029.0,0.0,0.0,0.0,2010,0.0,16399279.0,Revenue,36,Department of Revenue,36
Service (Sinking Fund),0.0,79950861.0,0.0,0.0,105513466.0,0.0,2010,0.0,185464327.0,Sinking Fund,37,Sinking Fund Commission,37
Sheriff,14537592.0,421138.0,302769.0,0.0,0.0,0.0,2010,0.0,15261499.0,Sheriff,70,Office of the Sheriff,70
Streets,22394204.0,12606359.0,3117089.0,0.0,0.0,0.0,2010,0.0,38117652.0,Streets,12,Streets Department,12
Streets Sanitation,47455599.0,43251949.0,1482927.0,48171.0,0.0,0.0,2010,0.0,92238646.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,104142.0,0.0,0.0,0.0,0.0,2010,0.0,104142.0,,35WF,Finance: Witness Fees,35
Youth Commission,39347.0,44419.0,1515.0,0.0,0.0,0.0,2010,0.0,85281.0,,47,Youth Commission,47
Zoning Bd. of Adj.,274892.0,35883.0,0.0,0.0,0.0,0.0,2010,0.0,310775.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,127639.0,338772.0,1131.0,0.0,0.0,0.0,2010,0.0,467542.0,,57,Zoning Code Commission,57
of Arts & Culture & the Creative  Economy,194947.0,317495.0,0.0,3430600.0,0.0,0.0,2010,0.0,3943042.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
of Housing and Comm. Dev.,0.0,2800000.0,0.0,0.0,0.0,0.0,2010,0.0,2800000.0,,06,Office of Housing and Community Development,06
Art Museum,0.0,0.0,0.0,2350000.0,0.0,0.0,2011,0.0,2350000.0,,34,Art Museum,34
Atwater Kent Museum,182101.0,0.0,0.0,85000.0,0.0,0.0,2011,0.0,267101.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,6725248.0,1114450.0,0.0,0.0,0.0,0.0,2011,0.0,7839698.0,,61,City Controller's Office,61
Board of Building Standards,61104.0,0.0,59.0,0.0,0.0,0.0,2011,0.0,61163.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,642747.0,27026.0,11010.0,0.0,0.0,0.0,2011,0.0,680783.0,,45,Board of Ethics,45
Board of L.&I. Review,126917.0,8823.0,0.0,0.0,0.0,0.0,2011,0.0,135740.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,1848725.0,21287.0,9854.0,0.0,0.0,0.0,2011,0.0,1879866.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5320735.0,3032994.0,450782.0,0.0,0.0,0.0,2011,0.0,8804511.0,City Commissioners,73,City Commissioner's Office,73
City Counci,11603703.0,1905415.0,263108.0,0.0,0.0,0.0,2011,0.0,13772226.0,,01,City Council,01
City Planning,2129152.0,84436.0,34650.0,0.0,0.0,0.0,2011,0.0,2248238.0,,51,City Planning Commission,51
City Representative,327235.0,527127.0,49543.0,0.0,0.0,0.0,2011,0.0,903905.0,City Rep,41,Office of the City Representative,41
City Treasurer,666050.0,89085.0,5577.0,0.0,0.0,0.0,2011,0.0,760712.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,137932.0,29500.0,477.0,0.0,0.0,0.0,2011,0.0,167909.0,,55,Civil Service Commission,55
Commerce,1595054.0,340757.0,14847.0,0.0,0.0,0.0,2011,0.0,1950658.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,1372143.0,0.0,0.0,0.0,0.0,2011,0.0,1372143.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,2011,0.0,25409207.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2011,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Director of Finance,8827172.0,3943353.0,97369.0,3492249.0,0.0,0.0,2011,0.0,16360143.0,Finance,35,Office of the Director of Finance,35
District Attorney,28386002.0,1616706.0,500412.0,0.0,0.0,0.0,2011,0.0,30503120.0,DAO,69,District Attorney's Office,69
Finance-Contribution  to School District,0.0,0.0,0.0,38600000.0,0.0,0.0,2011,0.0,38600000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,967058680.0,0.0,0.0,0.0,0.0,0.0,2011,0.0,967058680.0,,35EB,Finance: Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,1700000.0,0.0,0.0,2011,0.0,1700000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,174356738.0,6418370.0,6429204.0,0.0,0.0,6562000.0,2011,0.0,193766312.0,Fire,13,Fire Department,13
First Judicial District,84989346.0,27944548.0,2305307.0,0.0,0.0,0.0,2011,0.0,115239201.0,FJD,84,First Judicial District,84
Fleet Management,15732183.0,6099633.0,25763157.0,0.0,0.0,0.0,2011,0.0,47594973.0,Fleet,25,Office of Fleet Management,25
Free Library,29004685.0,1573460.0,1927139.0,0.0,0.0,0.0,2011,0.0,32505284.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,35000.0,0.0,0.0,2011,0.0,35000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,375835.0,693.0,808.0,0.0,0.0,0.0,2011,0.0,377336.0,,32,Historical Commission,32
Human Relations,1908658.0,22756.0,10310.0,0.0,0.0,0.0,2011,0.0,1941724.0,Human Relations,54,Commission on Human Relations,54
Human Services (1),92981141.0,448243376.0,1652804.0,0.0,0.0,0.0,2011,0.0,542877321.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,33617728.0,0.0,0.0,2011,0.0,33617728.0,,35IN,Finance: Indemnities,35
Law,9232600.0,7480216.0,249500.0,0.0,0.0,0.0,2011,0.0,16962316.0,Law,44,Law Department,44
Legal Services,0.0,36616187.0,0.0,0.0,0.0,0.0,2011,0.0,36616187.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,13663965.0,4131295.0,303015.0,0.0,0.0,0.0,2011,0.0,18098275.0,L&I,26,Department of Licenses and Inspections,26
Management-Vehicle Lease/Purch.,0.0,0.0,4499955.0,0.0,0.0,0.0,2011,0.0,4499955.0,,25V,Fleet: Vehicle Lease/Purchases,25
Managing Director,12027922.0,3392595.0,484083.0,0.0,0.0,0.0,2011,0.0,15904600.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,446757.0,514000.0,0.0,0.0,0.0,0.0,2011,0.0,960757.0,Mural Arts,50,Mural Arts Program,50
Mayor - Office of Labor Relations,448006.0,2271.0,6959.0,0.0,0.0,0.0,2011,0.0,457236.0,,03,Labor,03
Mayor - Scholarships,0.0,0.0,0.0,197600.0,0.0,0.0,2011,0.0,197600.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,2952968.0,525882.0,18274.0,0.0,0.0,0.0,2011,0.0,3497124.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,419184.0,0.0,0.0,0.0,0.0,0.0,2011,0.0,419184.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture & the Creative  Economy,198750.0,273800.0,6738.0,2070688.0,0.0,0.0,2011,0.0,2549976.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and  Intellectual Disability,1478243.0,12793329.0,0.0,0.0,0.0,0.0,2011,0.0,14271572.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm Dev.,0.0,1780000.0,0.0,0.0,0.0,471408.0,2011,0.0,2251408.0,,06,Office of Housing and Community Development,06
Office of Human Resources,3890117.0,648537.0,49349.0,0.0,0.0,0.0,2011,0.0,4588003.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,16911667.0,40926831.0,3509352.0,0.0,0.0,0.0,2011,0.0,61347850.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,5259514.0,379705.0,90889.0,0.0,0.0,0.0,2011,0.0,5730108.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,5825381.0,30186000.0,325062.0,31634.0,0.0,0.0,2011,0.0,36368077.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,1028356.0,129366.0,13281.0,0.0,0.0,0.0,2011,0.0,1171003.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,36230641.0,4840717.0,2188714.0,2280000.0,0.0,0.0,2011,0.0,45540072.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,520720951.0,7044807.0,8449541.0,0.0,0.0,0.0,2011,0.0,536215299.0,Police,11,Police Department,11
Prisons,117944133.0,106585978.0,5483527.0,1150341.0,0.0,0.0,2011,0.0,231163979.0,Prisons,23,Philadelphia Prison System,23
Procurement,2083262.0,2503419.0,31255.0,0.0,0.0,0.0,2011,0.0,4617936.0,Procurement,38,Procurement Department,38
Property-SEPTA Subsidy,0.0,65878000.0,0.0,0.0,0.0,0.0,2011,0.0,65878000.0,,20SS,Public Property: SEPTA Subsidy,20
Property-Space Rentals,0.0,15211472.0,0.0,0.0,0.0,0.0,2011,0.0,15211472.0,,20SR,Public Property: Space Rentals,20
Public Health,37686893.0,66093662.0,4567805.0,0.0,0.0,500000.0,2011,0.0,108848360.0,Public Health,14,Department of Public Health,14
Public Property,6379553.0,24537152.0,920375.0,0.0,0.0,22758246.0,2011,0.0,54595326.0,Public Property,20,Department of Public Property,20
Public Property-Utilities,0.0,33099864.0,0.0,0.0,0.0,0.0,2011,0.0,33099864.0,,20U,Public Property: Utilities,20
Records,2699931.0,1067322.0,213601.0,1456.0,0.0,0.0,2011,0.0,3982310.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,25.0,0.0,0.0,2011,0.0,25.0,,35R,Finance: Refunds,35
Register of Wills,3132531.0,75434.0,31228.0,0.0,0.0,0.0,2011,0.0,3239193.0,,68,Register of Wills,68
Revenue,11508747.0,2135402.0,511164.0,0.0,0.0,0.0,2011,0.0,14155313.0,Revenue,36,Department of Revenue,36
Service (Sinking Fund),0.0,87504207.0,0.0,0.0,110414263.0,0.0,2011,0.0,197918470.0,Sinking Fund,37,Sinking Fund Commission,37
Sheriff,13185820.0,553553.0,312429.0,0.0,0.0,0.0,2011,0.0,14051802.0,Sheriff,70,Office of the Sheriff,70
Streets,20594857.0,8307790.0,4875988.0,800.0,0.0,0.0,2011,0.0,33779435.0,Streets,12,Streets Department,12
Streets - Sanitation,45985953.0,42680901.0,1604966.0,48171.0,0.0,0.0,2011,0.0,90319991.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,131755.0,0.0,0.0,0.0,0.0,2011,0.0,131755.0,,35WF,Finance: Witness Fees,35
Youth Commission,47000.0,28559.0,2383.0,0.0,0.0,0.0,2011,0.0,77942.0,,47,Youth Commission,47
Zoning Bd. of Adi.,299145.0,30805.0,0.0,0.0,0.0,0.0,2011,0.0,329950.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,150000.0,309969.0,4954.0,0.0,0.0,0.0,2011,0.0,464923.0,,57,Zoning Code Commission,57
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,2012,0.0,2300000.0,,34,Art Museum,34
Atwater Kent Museum,215694.0,0.0,0.0,50000.0,0.0,0.0,2012,0.0,265694.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,6600290.0,688217.0,0.0,0.0,0.0,0.0,2012,0.0,7288507.0,,61,City Controller's Office,61
Board of Building Standards,57935.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,57935.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,657532.0,17123.0,7917.0,0.0,0.0,0.0,2012,0.0,682572.0,,45,Board of Ethics,45
Board of L.&I. Review,117161.0,7282.0,0.0,0.0,0.0,0.0,2012,0.0,124443.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,503932.0,20185.0,15592.0,0.0,0.0,0.0,2012,0.0,539709.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,4948351.0,3050843.0,536167.0,0.0,0.0,0.0,2012,0.0,8535361.0,City Commissioners,73,City Commissioner's Office,73
City Counci,11817917.0,1600959.0,339306.0,0.0,0.0,0.0,2012,0.0,13758182.0,,01,City Council,01
City Planning,2091813.0,77649.0,39748.0,0.0,0.0,0.0,2012,0.0,2209210.0,,51,City Planning Commission,51
City Representative,328571.0,505266.0,44810.0,0.0,0.0,0.0,2012,0.0,878647.0,City Rep,41,Office of the City Representative,41
City Treasurer,717071.0,102015.0,5949.0,0.0,0.0,0.0,2012,0.0,825035.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,136782.0,29500.0,438.0,0.0,0.0,0.0,2012,0.0,166720.0,,55,Civil Service Commission,55
Commerce,1594665.0,452041.0,20547.0,0.0,0.0,0.0,2012,0.0,2067253.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2012,0.0,1294448.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,2012,0.0,25409207.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2012,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,89711552.0,0.0,0.0,111333976.0,0.0,2012,0.0,201045528.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,8807264.0,4134423.0,134622.0,2318860.0,0.0,0.0,2012,0.0,15395169.0,Finance,35,Office of the Director of Finance,35
District Attorney,28495977.0,1638672.0,497591.0,0.0,0.0,0.0,2012,0.0,30632240.0,DAO,69,District Attorney's Office,69
Finance-Contribution  to School District,0.0,0.0,0.0,48930000.0,0.0,0.0,2012,0.0,48930000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,1066249915.0,0.0,0.0,0.0,0.0,0.0,2012,0.0,1066249915.0,,35EB,Finance: Employee Benefits,35
Fire,173513212.0,6766957.0,7818339.0,0.0,0.0,6951000.0,2012,0.0,195049508.0,Fire,13,Fire Department,13
First Judicial District,89990406.0,24146489.0,2812361.0,0.0,0.0,0.0,2012,0.0,116949256.0,FJD,84,First Judicial District,84
Fleet Management,15307822.0,4861835.0,29457254.0,0.0,0.0,0.0,2012,0.0,49626911.0,Fleet,25,Office of Fleet Management,25
Free Library,28981009.0,2360191.0,1927596.0,0.0,0.0,0.0,2012,0.0,33268796.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,28000.0,0.0,0.0,2012,0.0,28000.0,,35HA,Finance: Hero Scholarship Awards,35
Historica Commission,357778.0,0.0,807.0,0.0,0.0,0.0,2012,0.0,358585.0,,32,Historical Commission,32
Human Relations,1787026.0,31763.0,11080.0,0.0,0.0,0.0,2012,0.0,1829869.0,Human Relations,54,Commission on Human Relations,54
Human Services (1),23237096.0,78163844.0,528386.0,0.0,0.0,0.0,2012,0.0,101929326.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,32606842.0,0.0,0.0,2012,0.0,32606842.0,,35IN,Finance: Indemnities,35
Law,6370891.0,7732543.0,246330.0,0.0,0.0,0.0,2012,0.0,14349764.0,Law,44,Law Department,44
Legal Services (2),0.0,37066187.0,0.0,0.0,0.0,0.0,2012,0.0,37066187.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,13919022.0,6953682.0,303600.0,0.0,0.0,0.0,2012,0.0,21176304.0,L&I,26,Department of Licenses and Inspections,26
Management-\ -Vehicle Lease/Purch.,0.0,4324135.0,1964574.0,0.0,0.0,0.0,2012,0.0,6288709.0,,25V,Fleet: Vehicle Lease/Purchases,25
Managing Director,13338302.0,7903020.0,481372.0,0.0,0.0,0.0,2012,0.0,21722694.0,MDO,10,Managing Director's Office,10
Mayor - Office of Labor Relations,508600.0,1160.0,7123.0,0.0,0.0,0.0,2012,0.0,516883.0,,03,Labor,03
Mayor - Scholarships,0.0,0.0,0.0,184000.0,0.0,0.0,2012,0.0,184000.0,,05S,Mayor's Office: Scholarships,05
Mayor Mural Arts Program,441677.0,554800.0,0.0,0.0,0.0,0.0,2012,0.0,996477.0,Mural Arts,50,Mural Arts Program,50
Mayor's Office,2965371.0,529822.0,18762.0,0.0,0.0,0.0,2012,0.0,3513955.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,467898.0,30601.0,0.0,0.0,0.0,0.0,2012,0.0,498499.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture & the Creative  Economy,198750.0,391640.0,650.0,2070688.0,0.0,0.0,2012,0.0,2661728.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and  Intellectual Disability,1360503.0,12879311.0,0.0,0.0,0.0,0.0,2012,0.0,14239814.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm. Dev.,0.0,2661242.0,0.0,0.0,0.0,1551865.0,2012,0.0,4213107.0,,06,Office of Housing and Community Development,06
Office of Human Resources,4141604.0,758749.0,44870.0,0.0,0.0,0.0,2012,0.0,4945223.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,16408093.0,41255920.0,5607528.0,0.0,0.0,0.0,2012,0.0,63271541.0,OIT,04,Office of Innovation and Technology,04
